school_id,school_nm,school_lat,school_long
609955,GRESHAM,41.7389207191,-87.6449886067
609956,GRIMES,41.7754368293,-87.7588023425
609958,GUNSAULUS,41.8130081406,-87.6993275176
609959,HAINES,41.8499857522,-87.6338070183
609960,HALE,41.7801925142,-87.776542061
609961,HEROES,41.7437550054,-87.551825168
609963,HAMILTON,41.9451922206,-87.6708645151
609964,HAMLINE,41.8072410102,-87.6612113305
609966,HAMMOND,41.8527465742,-87.6962438182
609967,FINKL,41.8492154547,-87.6856311485
609968,MCAULIFFE,41.9148156861,-87.7239678606
609969,HARTE,41.7934198042,-87.586854115
609971,HARVARD,41.7573400736,-87.6327735179
609972,HAUGAN,41.9640291809,-87.7230912719
609973,ZAPATA,41.8413945269,-87.7342766384
609974,HAWTHORNE,41.942274894,-87.6577456243
609975,HAY,41.8991718941,-87.7557765289
609976,HAYT,41.9945134479,-87.6685032706
609977,WOODLAWN,41.7733652283,-87.5944286527
609978,SMITH,41.7075301821,-87.6046595946
609979,HEALY,41.8395953759,-87.64030406
609981,HEARST,41.8081756239,-87.7456893878
609983,HEDGES,41.8071115392,-87.6733639294
609985,HEFFERAN,41.8786920864,-87.7358023954
609986,HENDERSON,41.7905918227,-87.6718506448
609987,HENDRICKS,41.815788392,-87.6336278043
609988,HENRY,41.9589894446,-87.7155956169
609990,SOUTH LOOP,41.8668750429,-87.6285782987
609991,HERZL,41.8623096509,-87.7182564015
609993,LARA,41.8097698312,-87.6722182677
609994,HIBBARD,41.9703077971,-87.7103610874
609995,HITCH,41.9836721373,-87.7791598272
609996,HOLDEN,41.8379999509,-87.6537910563
609997,HOLMES,41.7938150877,-87.6497960339
610000,HOWE,41.8936129069,-87.7593616692
610002,HOYNE,41.7333371195,-87.5682647267
610003,CUFFE,41.7424520762,-87.6535968121
610004,CULLEN,41.7003356809,-87.6112078486
610005,"HUGHES, C",41.8605451766,-87.7317780211
610006,HURLEY,41.766812719,-87.7195415268
610009,GALILEO,41.8712553711,-87.6533288443
610010,JAHN,41.9392467535,-87.6758464593
610011,JAMIESON,41.9846415017,-87.7004926534
610012,JENNER,41.9020539966,-87.6410922744
610013,PILSEN,41.858821441,-87.6622086131
610015,JUNGMAN,41.8580653657,-87.6522648953
610016,KELLOGG,41.7252628211,-87.6772691287
610017,SAUCEDO,41.8479132803,-87.6973148122
610018,CANTER,41.8043075303,-87.590467507
610019,KERSHAW,41.7764532857,-87.640855371
610021,CASALS,41.9045302027,-87.7142342224
610022,KILMER,42.0036409951,-87.6681856823
610024,CARDENAS,41.8484872497,-87.7160541027
610026,KINZIE,41.7897225968,-87.7791785897
610027,KIPLING,41.7236263955,-87.6395573445
610029,LOZANO,41.9088853384,-87.665129993
610030,KOZMINSKI,41.7979744383,-87.602480982
610032,GREEN,41.719264508,-87.6524996522
610033,LASALLE,41.9139001732,-87.6375281341
610034,LAWNDALE,41.8629325872,-87.7129561536
610036,LEWIS,41.9068255737,-87.7545866801
610037,LIBBY,41.7976853427,-87.6598961508
610038,LINCOLN,41.924552251,-87.6444981347
610039,VON LINNE,41.9400085352,-87.7026714149
610040,LLOYD,41.918813664300004,-87.748551751
610041,"LOCKE, J",41.9317629596,-87.7955673296
610043,LOVETT,41.9127454661,-87.7839193923
610044,LOWELL,41.9064921541,-87.7102163813
610046,LYON,41.9341914722,-87.7772109391
610047,MADISON,41.7595476525,-87.5907490426
610048,MANIERRE,41.9082475203,-87.6397897876
610051,NORTHWEST,41.9204833935,-87.7582128207
610052,MANN,41.7482744909,-87.5747789973
610053,MARQUETTE,41.7738817424,-87.6969931512
610054,MARSH,41.716588394,-87.5524468038
610055,FARADAY,41.8796861537,-87.7080913628
610056,MASON,41.8569071431,-87.7304697444
610057,FAIRFIELD,41.7809034369,-87.6921517227
610059,MAYER,41.9232041888,-87.6572507044
610060,"JACKSON, A",41.8742722041,-87.6609838426
610062,MCCLELLAN,41.8299923303,-87.6411392583
610063,MCCORMICK,41.8422679111,-87.7062634078
610065,TILL,41.775423349,-87.6093938642
610066,MCDADE,41.7345493266,-87.6192510722
610067,MCKAY,41.7681425338,-87.6918231574
610068,HANSON PARK,41.9239826928,-87.7615156167
610070,MCPHERSON,41.9678474246,-87.6762514912
610073,MITCHELL,41.8921096005,-87.6831854336
610074,MONROE,41.9300160382,-87.7192245676
610075,MONTEFIORE,41.8647245889,-87.6664075251
610076,MOOS,41.9125048321,-87.6969781149
610077,MORRILL,41.7843127035,-87.6885859124
610078,INTER-AMERICAN,41.9490307345,-87.6515741722
610081,SHERIDAN,41.8444275993,-87.6413402085
610082,MOUNT GREENWOOD,41.6957331315,-87.705846547
610083,BEARD,41.970152322,-87.7896307856
610084,KELLER,41.6971428941,-87.6972778577
610086,MOUNT VERNON,41.7019527766,-87.6476158784
610087,BLAIR,41.7765837077,-87.7906051507
610088,MOZART,41.9209102464,-87.7218514087
610089,MURPHY,41.9501051904,-87.7168324771
610090,MURRAY,41.7985350751,-87.5933770745
610091,"BROWN, R",41.6648727374,-87.6389943131
610092,NASH,41.8922020005,-87.7472156799
610093,NEIL,41.7384060373,-87.6209700855
610094,NETTELHORST,41.9416372619,-87.6445244786
610095,NEWBERRY,41.9139197803,-87.6459896196
610096,NIGHTINGALE,41.7977149357,-87.6891021992
610097,NIXON,41.9195808829,-87.7314568264
610098,NOBEL,41.9061825912,-87.7299552276
610099,NORWOOD PARK,41.9881325587,-87.8029541807
610100,WEST PARK,41.906906498,-87.7324798201
610101,OGDEN,41.89997649,-87.6292965706
610102,OGLESBY,41.7546705695,-87.6454328537
610103,O'KEEFFE,41.7686028942,-87.572769308
610104,ONAHAN,41.9937629089,-87.7931081147
610105,ORIOLE PARK,41.9785009928,-87.8120172663
610106,PICCOLO,41.9001402581,-87.7312238725
610107,OTIS,41.8918055758,-87.6654629564
610108,O'TOOLE,41.7741643486,-87.6750599481
610109,OWEN,41.7428493857,-87.705785722
610110,"WELLS, I",41.8273827046,-87.6197802793
610111,PALMER,41.973288838,-87.7392497117
610112,PARKER,41.7707911327,-87.6352295469
610115,PARK MANOR,41.7664760121,-87.6115822401
610116,PARKSIDE,41.7685557101,-87.582917734
610117,PASTEUR,41.7868947931,-87.7327031135
610120,PECK,41.7878715357,-87.7192154676
610121,IRVING,41.8715949314,-87.6836523579
610122,PEIRCE,41.9834832309,-87.6658505553
610123,PENN,41.8583871239,-87.7212629723
610124,"WASHINGTON, H",41.7285346238,-87.5962199887
610125,RUIZ,41.848101526,-87.6807078415
610126,PERSHING,41.8365273021,-87.6183009624
610127,PETERSON,41.9815576047,-87.7125458047
610128,GARVEY,41.7066023113,-87.6476137784
610129,PICKARD,41.8529278372,-87.6832907524
610130,PIRIE,41.7403127995,-87.6078902624
610131,PLAMONDON,41.860231464,-87.6925249792
610132,POE,41.7026305463,-87.6063825634
610133,"WARD, L",41.893236195,-87.7187605733
610135,PORTAGE PARK,41.9569601994,-87.7610063875
610136,PRESCOTT,41.9288136632,-87.6695269024
610137,PRUSSING,41.9656197802,-87.7723774091
