year,round_distance,crime_type,school_id,treatment,avg_total_crimes,avg_school_attendance
2013,300m,BATTERY,609842,0,36,97.2
2013,300m+,BATTERY,609842,0,14,97.2
2013,300m+,HOMICIDE,609842,0,2,97.2
2013,25m,THEFT,609842,0,6,97.2
2013,100m,THEFT,609842,0,1,97.2
2013,200m,THEFT,609842,0,5,97.2
2013,300m,THEFT,609842,0,18,97.2
2013,300m+,THEFT,609842,0,25,97.2
2013,50m,BATTERY,609844,0,5,90.4
2013,100m,BATTERY,609844,0,15,90.4
2013,200m,BATTERY,609844,0,49,90.4
2013,300m,BATTERY,609844,0,81,90.4
2013,300m+,BATTERY,609844,0,52,90.4
2013,50m,THEFT,609844,0,9,90.4
2013,100m,THEFT,609844,0,8,90.4
2013,200m,THEFT,609844,0,16,90.4
2013,300m,THEFT,609844,0,22,90.4
2013,300m+,THEFT,609844,0,32,90.4
2013,50m,BATTERY,609845,0,12,89.4
2013,200m,BATTERY,609845,0,13,89.4
2013,300m,BATTERY,609845,0,33,89.4
2013,300m+,BATTERY,609845,0,54,89.4
2013,50m,THEFT,609845,0,3,89.4
2013,200m,THEFT,609845,0,3,89.4
2013,300m,THEFT,609845,0,11,89.4
2013,300m+,THEFT,609845,0,14,89.4
2013,25m,BATTERY,609848,1,5,93.6
2013,50m,BATTERY,609848,1,14,93.6
2013,100m,BATTERY,609848,1,2,93.6
2013,200m,BATTERY,609848,1,44,93.6
2013,300m,BATTERY,609848,1,53,93.6
2013,300m+,BATTERY,609848,1,58,93.6
2013,100m,HOMICIDE,609848,1,1,93.6
2013,25m,THEFT,609848,1,4,93.6
2013,100m,THEFT,609848,1,1,93.6
2013,200m,THEFT,609848,1,13,93.6
2013,300m,THEFT,609848,1,22,93.6
2013,300m+,THEFT,609848,1,21,93.6
2013,25m,BATTERY,609850,0,1,95.5
2013,50m,BATTERY,609850,0,2,95.5
2013,100m,BATTERY,609850,0,1,95.5
2013,200m,BATTERY,609850,0,28,95.5
2013,300m,BATTERY,609850,0,18,95.5
2013,300m+,BATTERY,609850,0,35,95.5
2013,25m,THEFT,609850,0,3,95.5
2013,50m,THEFT,609850,0,4,95.5
2013,100m,THEFT,609850,0,1,95.5
2013,200m,THEFT,609850,0,41,95.5
2013,300m,THEFT,609850,0,53,95.5
2013,300m+,THEFT,609850,0,83,95.5
2013,25m,BATTERY,609851,0,13,96.75
2013,100m,BATTERY,609851,0,12,96.75
2013,200m,BATTERY,609851,0,37,96.75
2013,300m,BATTERY,609851,0,27,96.75
2013,300m+,BATTERY,609851,0,13,96.75
2013,300m,HOMICIDE,609851,0,1,96.75
2013,300m+,HOMICIDE,609851,0,1,96.75
2013,25m,THEFT,609851,0,11,96.75
2013,50m,THEFT,609851,0,1,96.75
2013,100m,THEFT,609851,0,6,96.75
2013,200m,THEFT,609851,0,14,96.75
2013,300m,THEFT,609851,0,14,96.75
2013,300m+,THEFT,609851,0,16,96.75
2013,25m,BATTERY,609853,0,1,95.55
2013,100m,BATTERY,609853,0,1,95.55
2013,200m,BATTERY,609853,0,7,95.55
2013,300m,BATTERY,609853,0,27,95.55
2013,300m+,BATTERY,609853,0,42,95.55
2013,50m,THEFT,609853,0,1,95.55
2013,200m,THEFT,609853,0,17,95.55
2013,300m,THEFT,609853,0,38,95.55
2013,300m+,THEFT,609853,0,67,95.55
2013,50m,BATTERY,609855,0,1,84.65
2013,100m,BATTERY,609855,0,2,84.65
2013,200m,BATTERY,609855,0,14,84.65
2013,300m,BATTERY,609855,0,15,84.65
2013,300m+,BATTERY,609855,0,20,84.65
2013,300m,HOMICIDE,609855,0,1,84.65
2013,50m,THEFT,609855,0,3,84.65
2013,100m,THEFT,609855,0,9,84.65
2013,200m,THEFT,609855,0,13,84.65
2013,300m,THEFT,609855,0,13,84.65
2013,300m+,THEFT,609855,0,43,84.65
2013,200m,BATTERY,609857,0,7,95.55
2013,300m,BATTERY,609857,0,14,95.55
2013,300m+,BATTERY,609857,0,22,95.55
2013,100m,THEFT,609857,0,1,95.55
2013,200m,THEFT,609857,0,10,95.55
2013,300m,THEFT,609857,0,25,95.55
2013,300m+,THEFT,609857,0,37,95.55
2013,100m,BATTERY,609859,0,5,96
2013,200m,BATTERY,609859,0,12,96
2013,300m,BATTERY,609859,0,30,96
2013,300m+,BATTERY,609859,0,22,96
2013,25m,THEFT,609859,0,3,96
2013,50m,THEFT,609859,0,1,96
2013,100m,THEFT,609859,0,1,96
2013,200m,THEFT,609859,0,16,96
2013,300m,THEFT,609859,0,25,96
2013,300m+,THEFT,609859,0,27,96
2013,50m,BATTERY,609862,0,2,93.45
2013,100m,BATTERY,609862,0,4,93.45
2013,200m,BATTERY,609862,0,17,93.45
2013,300m,BATTERY,609862,0,12,93.45
2013,300m+,BATTERY,609862,0,29,93.45
2013,200m,HOMICIDE,609862,0,1,93.45
2013,300m+,HOMICIDE,609862,0,1,93.45
2013,50m,THEFT,609862,0,5,93.45
2013,100m,THEFT,609862,0,2,93.45
2013,200m,THEFT,609862,0,14,93.45
2013,300m,THEFT,609862,0,20,93.45
2013,300m+,THEFT,609862,0,19,93.45
2013,100m,BATTERY,609864,0,10,92.7
2013,200m,BATTERY,609864,0,35,92.7
2013,300m,BATTERY,609864,0,47,92.7
2013,300m+,BATTERY,609864,0,65,92.7
2013,300m+,HOMICIDE,609864,0,1,92.7
2013,100m,THEFT,609864,0,6,92.7
2013,200m,THEFT,609864,0,22,92.7
2013,300m,THEFT,609864,0,28,92.7
2013,300m+,THEFT,609864,0,52,92.7
2013,25m,BATTERY,609865,0,9,94.95
2013,200m,BATTERY,609865,0,23,94.95
2013,300m,BATTERY,609865,0,38,94.95
2013,300m+,BATTERY,609865,0,41,94.95
2013,300m+,HOMICIDE,609865,0,1,94.95
2013,25m,THEFT,609865,0,5,94.95
2013,100m,THEFT,609865,0,1,94.95
2013,200m,THEFT,609865,0,12,94.95
2013,300m,THEFT,609865,0,82,94.95
2013,300m+,THEFT,609865,0,95,94.95
2013,100m,BATTERY,609867,0,3,NA
2013,200m,BATTERY,609867,0,10,NA
2013,300m,BATTERY,609867,0,30,NA
2013,300m+,BATTERY,609867,0,28,NA
2013,300m+,HOMICIDE,609867,0,1,NA
2013,25m,THEFT,609867,0,2,NA
2013,100m,THEFT,609867,0,2,NA
2013,200m,THEFT,609867,0,12,NA
2013,300m,THEFT,609867,0,36,NA
2013,300m+,THEFT,609867,0,30,NA
2013,100m,BATTERY,609872,0,5,94.9
2013,200m,BATTERY,609872,0,24,94.9
2013,300m,BATTERY,609872,0,23,94.9
2013,300m+,BATTERY,609872,0,24,94.9
2013,300m+,HOMICIDE,609872,0,1,94.9
2013,25m,THEFT,609872,0,2,94.9
2013,50m,THEFT,609872,0,2,94.9
2013,100m,THEFT,609872,0,1,94.9
2013,200m,THEFT,609872,0,11,94.9
2013,300m,THEFT,609872,0,17,94.9
2013,300m+,THEFT,609872,0,34,94.9
2013,200m,BATTERY,609875,0,13,94.85
2013,300m,BATTERY,609875,0,12,94.85
2013,300m+,BATTERY,609875,0,27,94.85
2013,25m,THEFT,609875,0,1,94.85
2013,50m,THEFT,609875,0,1,94.85
2013,200m,THEFT,609875,0,16,94.85
2013,300m,THEFT,609875,0,35,94.85
2013,300m+,THEFT,609875,0,45,94.85
2013,25m,BATTERY,609876,0,5,94.7
2013,100m,BATTERY,609876,0,1,94.7
2013,200m,BATTERY,609876,0,14,94.7
2013,300m,BATTERY,609876,0,29,94.7
2013,300m+,BATTERY,609876,0,19,94.7
2013,200m,HOMICIDE,609876,0,1,94.7
2013,25m,THEFT,609876,0,1,94.7
2013,50m,THEFT,609876,0,1,94.7
2013,200m,THEFT,609876,0,4,94.7
2013,300m,THEFT,609876,0,12,94.7
2013,300m+,THEFT,609876,0,20,94.7
2013,100m,BATTERY,609883,0,1,95.3
2013,200m,BATTERY,609883,0,12,95.3
2013,300m,BATTERY,609883,0,19,95.3
2013,300m+,BATTERY,609883,0,36,95.3
2013,200m,HOMICIDE,609883,0,1,95.3
2013,50m,THEFT,609883,0,3,95.3
2013,100m,THEFT,609883,0,2,95.3
2013,200m,THEFT,609883,0,12,95.3
2013,300m,THEFT,609883,0,21,95.3
2013,300m+,THEFT,609883,0,50,95.3
2013,25m,BATTERY,609885,0,4,90.7
2013,50m,BATTERY,609885,0,1,90.7
2013,100m,BATTERY,609885,0,1,90.7
2013,200m,BATTERY,609885,0,10,90.7
2013,300m,BATTERY,609885,0,49,90.7
2013,300m+,BATTERY,609885,0,24,90.7
2013,300m+,HOMICIDE,609885,0,1,90.7
2013,25m,THEFT,609885,0,1,90.7
2013,50m,THEFT,609885,0,1,90.7
2013,100m,THEFT,609885,0,1,90.7
2013,200m,THEFT,609885,0,16,90.7
2013,300m,THEFT,609885,0,44,90.7
2013,300m+,THEFT,609885,0,23,90.7
2013,25m,BATTERY,609887,0,4,93.2
2013,200m,BATTERY,609887,0,10,93.2
2013,300m,BATTERY,609887,0,20,93.2
2013,300m+,BATTERY,609887,0,30,93.2
2013,200m,HOMICIDE,609887,0,1,93.2
2013,300m,HOMICIDE,609887,0,1,93.2
2013,25m,THEFT,609887,0,2,93.2
2013,50m,THEFT,609887,0,2,93.2
2013,100m,THEFT,609887,0,1,93.2
2013,200m,THEFT,609887,0,9,93.2
2013,300m,THEFT,609887,0,22,93.2
2013,300m+,THEFT,609887,0,32,93.2
2013,25m,BATTERY,609891,0,6,87.65
2013,50m,BATTERY,609891,0,1,87.65
2013,200m,BATTERY,609891,0,34,87.65
2013,300m,BATTERY,609891,0,45,87.65
2013,300m+,BATTERY,609891,0,48,87.65
2013,300m,HOMICIDE,609891,0,1,87.65
2013,200m,THEFT,609891,0,36,87.65
2013,300m,THEFT,609891,0,29,87.65
2013,300m+,THEFT,609891,0,37,87.65
2013,200m,BATTERY,609896,0,6,94.35
2013,300m,BATTERY,609896,0,5,94.35
2013,300m+,BATTERY,609896,0,6,94.35
2013,25m,THEFT,609896,0,2,94.35
2013,100m,THEFT,609896,0,7,94.35
2013,200m,THEFT,609896,0,12,94.35
2013,300m,THEFT,609896,0,26,94.35
2013,300m+,THEFT,609896,0,36,94.35
2013,25m,BATTERY,609903,0,8,95.8
2013,50m,BATTERY,609903,0,1,95.8
2013,100m,BATTERY,609903,0,3,95.8
2013,200m,BATTERY,609903,0,11,95.8
2013,300m,BATTERY,609903,0,19,95.8
2013,300m+,BATTERY,609903,0,6,95.8
2013,25m,THEFT,609903,0,1,95.8
2013,50m,THEFT,609903,0,1,95.8
2013,100m,THEFT,609903,0,3,95.8
2013,200m,THEFT,609903,0,17,95.8
2013,300m,THEFT,609903,0,33,95.8
2013,300m+,THEFT,609903,0,18,95.8
2013,25m,BATTERY,609907,0,2,96.2
2013,50m,BATTERY,609907,0,8,96.2
2013,100m,BATTERY,609907,0,5,96.2
2013,200m,BATTERY,609907,0,23,96.2
2013,300m,BATTERY,609907,0,20,96.2
2013,300m+,BATTERY,609907,0,31,96.2
2013,50m,THEFT,609907,0,2,96.2
2013,100m,THEFT,609907,0,3,96.2
2013,200m,THEFT,609907,0,6,96.2
2013,300m,THEFT,609907,0,11,96.2
2013,300m+,THEFT,609907,0,23,96.2
2013,50m,BATTERY,609908,0,1,91.35
2013,100m,BATTERY,609908,0,1,91.35
2013,200m,BATTERY,609908,0,11,91.35
2013,300m,BATTERY,609908,0,10,91.35
2013,300m+,BATTERY,609908,0,34,91.35
2013,100m,THEFT,609908,0,3,91.35
2013,200m,THEFT,609908,0,9,91.35
2013,300m,THEFT,609908,0,20,91.35
2013,300m+,THEFT,609908,0,46,91.35
2013,25m,BATTERY,609909,0,1,NA
2013,100m,BATTERY,609909,0,3,NA
2013,200m,BATTERY,609909,0,6,NA
2013,300m,BATTERY,609909,0,15,NA
2013,300m+,BATTERY,609909,0,35,NA
2013,200m,HOMICIDE,609909,0,1,NA
2013,25m,THEFT,609909,0,4,NA
2013,100m,THEFT,609909,0,1,NA
2013,200m,THEFT,609909,0,4,NA
2013,300m,THEFT,609909,0,18,NA
2013,300m+,THEFT,609909,0,30,NA
2013,25m,BATTERY,609918,0,4,93.65
2013,50m,BATTERY,609918,0,1,93.65
2013,100m,BATTERY,609918,0,1,93.65
2013,200m,BATTERY,609918,0,15,93.65
2013,300m,BATTERY,609918,0,20,93.65
2013,300m+,BATTERY,609918,0,53,93.65
2013,25m,THEFT,609918,0,3,93.65
2013,100m,THEFT,609918,0,3,93.65
2013,200m,THEFT,609918,0,17,93.65
2013,300m,THEFT,609918,0,29,93.65
2013,300m+,THEFT,609918,0,61,93.65
2013,50m,BATTERY,609920,0,1,93.75
2013,100m,BATTERY,609920,0,2,93.75
2013,200m,BATTERY,609920,0,28,93.75
2013,300m,BATTERY,609920,0,15,93.75
2013,300m+,BATTERY,609920,0,61,93.75
2013,25m,THEFT,609920,0,1,93.75
2013,100m,THEFT,609920,0,2,93.75
2013,200m,THEFT,609920,0,38,93.75
2013,300m,THEFT,609920,0,11,93.75
2013,300m+,THEFT,609920,0,41,93.75
2013,100m,BATTERY,609921,0,7,95.6
2013,200m,BATTERY,609921,0,11,95.6
2013,300m,BATTERY,609921,0,38,95.6
2013,300m+,BATTERY,609921,0,69,95.6
2013,100m,THEFT,609921,0,3,95.6
2013,200m,THEFT,609921,0,8,95.6
2013,300m,THEFT,609921,0,13,95.6
2013,300m+,THEFT,609921,0,21,95.6
2013,100m,BATTERY,609922,0,2,94.35
2013,200m,BATTERY,609922,0,21,94.35
2013,300m,BATTERY,609922,0,38,94.35
2013,300m+,BATTERY,609922,0,35,94.35
2013,100m,THEFT,609922,0,2,94.35
2013,200m,THEFT,609922,0,6,94.35
2013,300m,THEFT,609922,0,11,94.35
2013,300m+,THEFT,609922,0,22,94.35
2013,25m,BATTERY,609924,0,8,91.1
2013,50m,BATTERY,609924,0,2,91.1
2013,100m,BATTERY,609924,0,3,91.1
2013,200m,BATTERY,609924,0,14,91.1
2013,300m,BATTERY,609924,0,21,91.1
2013,300m+,BATTERY,609924,0,30,91.1
2013,100m,HOMICIDE,609924,0,1,91.1
2013,300m,HOMICIDE,609924,0,1,91.1
2013,300m+,HOMICIDE,609924,0,1,91.1
2013,25m,THEFT,609924,0,5,91.1
2013,100m,THEFT,609924,0,1,91.1
2013,200m,THEFT,609924,0,10,91.1
2013,300m,THEFT,609924,0,24,91.1
2013,300m+,THEFT,609924,0,27,91.1
2013,25m,BATTERY,609925,0,5,93.75
2013,100m,BATTERY,609925,0,3,93.75
2013,200m,BATTERY,609925,0,31,93.75
2013,300m,BATTERY,609925,0,74,93.75
2013,300m+,BATTERY,609925,0,46,93.75
2013,200m,HOMICIDE,609925,0,1,93.75
2013,300m+,HOMICIDE,609925,0,1,93.75
2013,25m,THEFT,609925,0,3,93.75
2013,100m,THEFT,609925,0,1,93.75
2013,200m,THEFT,609925,0,14,93.75
2013,300m,THEFT,609925,0,35,93.75
2013,300m+,THEFT,609925,0,20,93.75
2013,100m,BATTERY,609926,0,1,94.2
2013,200m,BATTERY,609926,0,7,94.2
2013,300m,BATTERY,609926,0,27,94.2
2013,300m+,BATTERY,609926,0,85,94.2
2013,300m,HOMICIDE,609926,0,1,94.2
2013,25m,THEFT,609926,0,3,94.2
2013,100m,THEFT,609926,0,8,94.2
2013,200m,THEFT,609926,0,28,94.2
2013,300m,THEFT,609926,0,44,94.2
2013,300m+,THEFT,609926,0,108,94.2
2013,25m,BATTERY,609928,0,6,92.05
2013,50m,BATTERY,609928,0,1,92.05
2013,100m,BATTERY,609928,0,2,92.05
2013,200m,BATTERY,609928,0,13,92.05
2013,300m,BATTERY,609928,0,27,92.05
2013,300m+,BATTERY,609928,0,19,92.05
2013,25m,THEFT,609928,0,3,92.05
2013,50m,THEFT,609928,0,1,92.05
2013,100m,THEFT,609928,0,2,92.05
2013,200m,THEFT,609928,0,17,92.05
2013,300m,THEFT,609928,0,24,92.05
2013,300m+,THEFT,609928,0,26,92.05
2013,50m,BATTERY,609929,0,3,92.4
2013,100m,BATTERY,609929,0,1,92.4
2013,200m,BATTERY,609929,0,22,92.4
2013,300m,BATTERY,609929,0,35,92.4
2013,300m+,BATTERY,609929,0,68,92.4
2013,300m+,HOMICIDE,609929,0,2,92.4
2013,50m,THEFT,609929,0,3,92.4
2013,100m,THEFT,609929,0,3,92.4
2013,200m,THEFT,609929,0,22,92.4
2013,300m,THEFT,609929,0,26,92.4
2013,300m+,THEFT,609929,0,30,92.4
2013,25m,BATTERY,609930,0,7,91.65
2013,50m,BATTERY,609930,0,2,91.65
2013,100m,BATTERY,609930,0,6,91.65
2013,200m,BATTERY,609930,0,28,91.65
2013,300m,BATTERY,609930,0,28,91.65
2013,300m+,BATTERY,609930,0,38,91.65
2013,25m,THEFT,609930,0,1,91.65
2013,50m,THEFT,609930,0,1,91.65
2013,100m,THEFT,609930,0,6,91.65
2013,200m,THEFT,609930,0,22,91.65
2013,300m,THEFT,609930,0,26,91.65
2013,300m+,THEFT,609930,0,33,91.65
2013,25m,BATTERY,609933,0,2,90.1
2013,50m,BATTERY,609933,0,8,90.1
2013,100m,BATTERY,609933,0,15,90.1
2013,200m,BATTERY,609933,0,65,90.1
2013,300m,BATTERY,609933,0,36,90.1
2013,300m+,BATTERY,609933,0,33,90.1
2013,300m,HOMICIDE,609933,0,1,90.1
2013,25m,THEFT,609933,0,1,90.1
2013,50m,THEFT,609933,0,3,90.1
2013,100m,THEFT,609933,0,7,90.1
2013,200m,THEFT,609933,0,35,90.1
2013,300m,THEFT,609933,0,32,90.1
2013,300m+,THEFT,609933,0,100,90.1
2013,25m,BATTERY,609941,1,6,91.15
2013,50m,BATTERY,609941,1,5,91.15
2013,200m,BATTERY,609941,1,7,91.15
2013,300m,BATTERY,609941,1,18,91.15
2013,300m+,BATTERY,609941,1,20,91.15
2013,25m,THEFT,609941,1,1,91.15
2013,200m,THEFT,609941,1,2,91.15
2013,300m,THEFT,609941,1,7,91.15
2013,300m+,THEFT,609941,1,11,91.15
2013,25m,BATTERY,609942,0,2,93.9
2013,100m,BATTERY,609942,0,4,93.9
2013,200m,BATTERY,609942,0,4,93.9
2013,300m,BATTERY,609942,0,15,93.9
2013,300m+,BATTERY,609942,0,24,93.9
2013,25m,THEFT,609942,0,1,93.9
2013,100m,THEFT,609942,0,2,93.9
2013,200m,THEFT,609942,0,11,93.9
2013,300m,THEFT,609942,0,45,93.9
2013,300m+,THEFT,609942,0,73,93.9
2013,50m,BATTERY,609945,0,1,97.4
2013,200m,BATTERY,609945,0,15,97.4
2013,300m,BATTERY,609945,0,35,97.4
2013,300m+,BATTERY,609945,0,24,97.4
2013,50m,THEFT,609945,0,1,97.4
2013,100m,THEFT,609945,0,3,97.4
2013,200m,THEFT,609945,0,42,97.4
2013,300m,THEFT,609945,0,115,97.4
2013,300m+,THEFT,609945,0,65,97.4
2013,25m,BATTERY,609951,0,4,94.35
2013,200m,BATTERY,609951,0,6,94.35
2013,300m,BATTERY,609951,0,22,94.35
2013,300m+,BATTERY,609951,0,18,94.35
2013,300m+,HOMICIDE,609951,0,1,94.35
2013,25m,THEFT,609951,0,2,94.35
2013,200m,THEFT,609951,0,6,94.35
2013,300m,THEFT,609951,0,38,94.35
2013,300m+,THEFT,609951,0,41,94.35
2013,100m,BATTERY,609959,0,1,98.9
2013,200m,BATTERY,609959,0,9,98.9
2013,300m,BATTERY,609959,0,3,98.9
2013,300m+,BATTERY,609959,0,14,98.9
2013,50m,THEFT,609959,0,1,98.9
2013,100m,THEFT,609959,0,4,98.9
2013,200m,THEFT,609959,0,22,98.9
2013,300m,THEFT,609959,0,9,98.9
2013,300m+,THEFT,609959,0,44,98.9
2013,25m,BATTERY,609961,0,3,94.15
2013,100m,BATTERY,609961,0,3,94.15
2013,200m,BATTERY,609961,0,25,94.15
2013,300m,BATTERY,609961,0,44,94.15
2013,300m+,BATTERY,609961,0,35,94.15
2013,300m,HOMICIDE,609961,0,1,94.15
2013,25m,THEFT,609961,0,3,94.15
2013,100m,THEFT,609961,0,5,94.15
2013,200m,THEFT,609961,0,16,94.15
2013,300m,THEFT,609961,0,28,94.15
2013,300m+,THEFT,609961,0,19,94.15
2013,100m,BATTERY,609963,0,1,90.4
2013,200m,BATTERY,609963,0,5,90.4
2013,300m,BATTERY,609963,0,4,90.4
2013,300m+,BATTERY,609963,0,6,90.4
2013,50m,THEFT,609963,0,1,90.4
2013,100m,THEFT,609963,0,3,90.4
2013,200m,THEFT,609963,0,23,90.4
2013,300m,THEFT,609963,0,18,90.4
2013,300m+,THEFT,609963,0,48,90.4
2013,100m,BATTERY,609964,1,2,94.75
2013,200m,BATTERY,609964,1,20,94.75
2013,300m,BATTERY,609964,1,16,94.75
2013,300m+,BATTERY,609964,1,54,94.75
2013,300m+,HOMICIDE,609964,1,1,94.75
2013,100m,THEFT,609964,1,1,94.75
2013,200m,THEFT,609964,1,60,94.75
2013,300m,THEFT,609964,1,22,94.75
2013,300m+,THEFT,609964,1,66,94.75
2013,25m,BATTERY,609966,0,1,90.8
2013,100m,BATTERY,609966,0,3,90.8
2013,200m,BATTERY,609966,0,27,90.8
2013,300m,BATTERY,609966,0,25,90.8
2013,300m+,BATTERY,609966,0,27,90.8
2013,300m,HOMICIDE,609966,0,1,90.8
2013,100m,THEFT,609966,0,3,90.8
2013,200m,THEFT,609966,0,37,90.8
2013,300m,THEFT,609966,0,19,90.8
2013,300m+,THEFT,609966,0,22,90.8
2013,25m,BATTERY,609967,0,4,93.8
2013,50m,BATTERY,609967,0,1,93.8
2013,100m,BATTERY,609967,0,3,93.8
2013,200m,BATTERY,609967,0,9,93.8
2013,300m,BATTERY,609967,0,14,93.8
2013,300m+,BATTERY,609967,0,27,93.8
2013,300m,HOMICIDE,609967,0,1,93.8
2013,300m+,HOMICIDE,609967,0,1,93.8
2013,25m,THEFT,609967,0,1,93.8
2013,50m,THEFT,609967,0,1,93.8
2013,100m,THEFT,609967,0,4,93.8
2013,200m,THEFT,609967,0,14,93.8
2013,300m,THEFT,609967,0,34,93.8
2013,300m+,THEFT,609967,0,45,93.8
2013,200m,BATTERY,609974,0,4,95.9
2013,300m,BATTERY,609974,0,10,95.9
2013,300m+,BATTERY,609974,0,74,95.9
2013,25m,THEFT,609974,0,1,95.9
2013,100m,THEFT,609974,0,1,95.9
2013,200m,THEFT,609974,0,24,95.9
2013,300m,THEFT,609974,0,42,95.9
2013,300m+,THEFT,609974,0,153,95.9
2013,25m,BATTERY,609975,0,11,92.25
2013,100m,BATTERY,609975,0,2,92.25
2013,200m,BATTERY,609975,0,26,92.25
2013,300m,BATTERY,609975,0,62,92.25
2013,300m+,BATTERY,609975,0,64,92.25
2013,25m,THEFT,609975,0,6,92.25
2013,50m,THEFT,609975,0,1,92.25
2013,100m,THEFT,609975,0,4,92.25
2013,200m,THEFT,609975,0,12,92.25
2013,300m,THEFT,609975,0,33,92.25
2013,300m+,THEFT,609975,0,47,92.25
2013,100m,BATTERY,609977,0,1,NA
2013,200m,BATTERY,609977,0,9,NA
2013,300m,BATTERY,609977,0,9,NA
2013,300m+,BATTERY,609977,0,62,NA
2013,100m,THEFT,609977,0,2,NA
2013,200m,THEFT,609977,0,15,NA
2013,300m,THEFT,609977,0,2,NA
2013,300m+,THEFT,609977,0,39,NA
2013,100m,BATTERY,609978,0,17,91.65
2013,200m,BATTERY,609978,0,9,91.65
2013,300m,BATTERY,609978,0,45,91.65
2013,300m+,BATTERY,609978,0,23,91.65
2013,100m,THEFT,609978,0,12,91.65
2013,200m,THEFT,609978,0,3,91.65
2013,300m,THEFT,609978,0,18,91.65
2013,300m+,THEFT,609978,0,34,91.65
2013,50m,BATTERY,609983,0,2,95.45
2013,100m,BATTERY,609983,0,9,95.45
2013,200m,BATTERY,609983,0,20,95.45
2013,300m,BATTERY,609983,0,30,95.45
2013,300m+,BATTERY,609983,0,44,95.45
2013,100m,THEFT,609983,0,5,95.45
2013,200m,THEFT,609983,0,19,95.45
2013,300m,THEFT,609983,0,14,95.45
2013,300m+,THEFT,609983,0,49,95.45
2013,50m,BATTERY,609988,0,2,NA
2013,100m,BATTERY,609988,0,2,NA
2013,200m,BATTERY,609988,0,9,NA
2013,300m,BATTERY,609988,0,11,NA
2013,300m+,BATTERY,609988,0,41,NA
2013,100m,THEFT,609988,0,1,NA
2013,200m,THEFT,609988,0,13,NA
2013,300m,THEFT,609988,0,14,NA
2013,300m+,THEFT,609988,0,31,NA
2013,25m,BATTERY,609990,0,3,96.05
2013,100m,BATTERY,609990,0,7,96.05
2013,200m,BATTERY,609990,0,25,96.05
2013,300m,BATTERY,609990,0,30,96.05
2013,300m+,BATTERY,609990,0,14,96.05
2013,25m,THEFT,609990,0,1,96.05
2013,50m,THEFT,609990,0,1,96.05
2013,100m,THEFT,609990,0,20,96.05
2013,200m,THEFT,609990,0,56,96.05
2013,300m,THEFT,609990,0,145,96.05
2013,300m+,THEFT,609990,0,65,96.05
2013,25m,BATTERY,609993,0,2,93.05
2013,100m,BATTERY,609993,0,7,93.05
2013,200m,BATTERY,609993,0,22,93.05
2013,300m,BATTERY,609993,0,35,93.05
2013,300m+,BATTERY,609993,0,38,93.05
2013,25m,THEFT,609993,0,2,93.05
2013,100m,THEFT,609993,0,1,93.05
2013,200m,THEFT,609993,0,7,93.05
2013,300m,THEFT,609993,0,54,93.05
2013,300m+,THEFT,609993,0,75,93.05
2013,25m,BATTERY,609994,0,1,NA
2013,100m,BATTERY,609994,0,4,NA
2013,200m,BATTERY,609994,0,15,NA
2013,300m,BATTERY,609994,0,29,NA
2013,300m+,BATTERY,609994,0,26,NA
2013,100m,THEFT,609994,0,5,NA
2013,200m,THEFT,609994,0,20,NA
2013,300m,THEFT,609994,0,49,NA
2013,300m+,THEFT,609994,0,21,NA
2013,25m,BATTERY,609996,0,2,92.4
2013,100m,BATTERY,609996,0,1,92.4
2013,200m,BATTERY,609996,0,12,92.4
2013,300m,BATTERY,609996,0,21,92.4
2013,300m+,BATTERY,609996,0,26,92.4
2013,25m,THEFT,609996,0,1,92.4
2013,100m,THEFT,609996,0,1,92.4
2013,200m,THEFT,609996,0,8,92.4
2013,300m,THEFT,609996,0,19,92.4
2013,300m+,THEFT,609996,0,26,92.4
2013,50m,BATTERY,609997,0,12,84.45
2013,100m,BATTERY,609997,0,3,84.45
2013,200m,BATTERY,609997,0,23,84.45
2013,300m,BATTERY,609997,0,38,84.45
2013,300m+,BATTERY,609997,0,65,84.45
2013,200m,HOMICIDE,609997,0,1,84.45
2013,300m+,HOMICIDE,609997,0,1,84.45
2013,50m,THEFT,609997,0,7,84.45
2013,100m,THEFT,609997,0,4,84.45
2013,200m,THEFT,609997,0,12,84.45
2013,300m,THEFT,609997,0,39,84.45
2013,300m+,THEFT,609997,0,49,84.45
2013,25m,BATTERY,610000,0,9,93.55
2013,50m,BATTERY,610000,0,3,93.55
2013,100m,BATTERY,610000,0,5,93.55
2013,200m,BATTERY,610000,0,38,93.55
2013,300m,BATTERY,610000,0,58,93.55
2013,300m+,BATTERY,610000,0,81,93.55
2013,25m,THEFT,610000,0,5,93.55
2013,100m,THEFT,610000,0,4,93.55
2013,200m,THEFT,610000,0,14,93.55
2013,300m,THEFT,610000,0,48,93.55
2013,300m+,THEFT,610000,0,49,93.55
2013,25m,BATTERY,610003,0,3,93.25
2013,100m,BATTERY,610003,0,4,93.25
2013,200m,BATTERY,610003,0,17,93.25
2013,300m,BATTERY,610003,0,28,93.25
2013,300m+,BATTERY,610003,0,27,93.25
2013,25m,THEFT,610003,0,1,93.25
2013,50m,THEFT,610003,0,1,93.25
2013,100m,THEFT,610003,0,4,93.25
2013,200m,THEFT,610003,0,17,93.25
2013,300m,THEFT,610003,0,23,93.25
2013,300m+,THEFT,610003,0,25,93.25
2013,200m,BATTERY,610006,0,4,95
