year,round_distance,crime_type,school_id,treatment,avg_total_crimes,avg_school_attendance
2013,50m,BATTERY,400010,0,5,92.84
2013,200m,BATTERY,400010,0,7,92.84
2013,300m,BATTERY,400010,0,37,92.84
2013,300m+,BATTERY,400010,0,30,92.84
2013,25m,THEFT,400010,0,1,92.84
2013,50m,THEFT,400010,0,3,92.84
2013,200m,THEFT,400010,0,7,92.84
2013,300m,THEFT,400010,0,56,92.84
2013,300m+,THEFT,400010,0,77,92.84
2013,25m,BATTERY,400011,0,6,95.35
2013,100m,BATTERY,400011,0,8,95.35
2013,200m,BATTERY,400011,0,16,95.35
2013,300m,BATTERY,400011,0,54,95.35
2013,300m+,BATTERY,400011,0,61,95.35
2013,300m+,HOMICIDE,400011,0,1,95.35
2013,25m,THEFT,400011,0,3,95.35
2013,100m,THEFT,400011,0,2,95.35
2013,200m,THEFT,400011,0,15,95.35
2013,300m,THEFT,400011,0,34,95.35
2013,300m+,THEFT,400011,0,53,95.35
2013,50m,BATTERY,400013,0,4,96.05
2013,100m,BATTERY,400013,0,2,96.05
2013,200m,BATTERY,400013,0,6,96.05
2013,300m,BATTERY,400013,0,26,96.05
2013,300m+,BATTERY,400013,0,46,96.05
2013,25m,THEFT,400013,0,1,96.05
2013,50m,THEFT,400013,0,3,96.05
2013,100m,THEFT,400013,0,22,96.05
2013,200m,THEFT,400013,0,11,96.05
2013,300m,THEFT,400013,0,25,96.05
2013,300m+,THEFT,400013,0,30,96.05
2013,25m,BATTERY,400017,0,3,94.75
2013,100m,BATTERY,400017,0,2,94.75
2013,200m,BATTERY,400017,0,14,94.75
2013,300m,BATTERY,400017,0,42,94.75
2013,300m+,BATTERY,400017,0,36,94.75
2013,300m,HOMICIDE,400017,0,1,94.75
2013,25m,THEFT,400017,0,1,94.75
2013,50m,THEFT,400017,0,1,94.75
2013,100m,THEFT,400017,0,2,94.75
2013,200m,THEFT,400017,0,6,94.75
2013,300m,THEFT,400017,0,24,94.75
2013,300m+,THEFT,400017,0,16,94.75
2013,100m,BATTERY,400021,0,11,96.25
2013,200m,BATTERY,400021,0,76,96.25
2013,300m,BATTERY,400021,0,85,96.25
2013,300m+,BATTERY,400021,0,114,96.25
2013,200m,HOMICIDE,400021,0,1,96.25
2013,300m,HOMICIDE,400021,0,1,96.25
2013,25m,THEFT,400021,0,1,96.25
2013,100m,THEFT,400021,0,5,96.25
2013,200m,THEFT,400021,0,48,96.25
2013,300m,THEFT,400021,0,50,96.25
2013,300m+,THEFT,400021,0,64,96.25
2013,25m,BATTERY,400024,0,1,94.05
2013,50m,BATTERY,400024,0,3,94.05
2013,100m,BATTERY,400024,0,9,94.05
2013,200m,BATTERY,400024,0,18,94.05
2013,300m,BATTERY,400024,0,39,94.05
2013,300m+,BATTERY,400024,0,88,94.05
2013,100m,HOMICIDE,400024,0,1,94.05
2013,300m+,HOMICIDE,400024,0,3,94.05
2013,100m,THEFT,400024,0,4,94.05
2013,200m,THEFT,400024,0,21,94.05
2013,300m,THEFT,400024,0,31,94.05
2013,300m+,THEFT,400024,0,57,94.05
2013,25m,BATTERY,400026,0,3,NA
2013,100m,BATTERY,400026,0,1,NA
2013,200m,BATTERY,400026,0,24,NA
2013,300m,BATTERY,400026,0,13,NA
2013,300m+,BATTERY,400026,0,33,NA
2013,300m+,HOMICIDE,400026,0,1,NA
2013,25m,THEFT,400026,0,1,NA
2013,100m,THEFT,400026,0,2,NA
2013,200m,THEFT,400026,0,22,NA
2013,300m,THEFT,400026,0,15,NA
2013,300m+,THEFT,400026,0,37,NA
2013,50m,BATTERY,400027,0,1,95.35
2013,200m,BATTERY,400027,0,5,95.35
2013,300m,BATTERY,400027,0,13,95.35
2013,300m+,BATTERY,400027,0,20,95.35
2013,300m+,HOMICIDE,400027,0,1,95.35
2013,25m,THEFT,400027,0,3,95.35
2013,50m,THEFT,400027,0,1,95.35
2013,100m,THEFT,400027,0,4,95.35
2013,200m,THEFT,400027,0,9,95.35
2013,300m,THEFT,400027,0,40,95.35
2013,300m+,THEFT,400027,0,27,95.35
2013,100m,BATTERY,400028,0,1,95.7
2013,200m,BATTERY,400028,0,12,95.7
2013,300m,BATTERY,400028,0,21,95.7
2013,300m+,BATTERY,400028,0,41,95.7
2013,200m,HOMICIDE,400028,0,1,95.7
2013,50m,THEFT,400028,0,1,95.7
2013,200m,THEFT,400028,0,7,95.7
2013,300m,THEFT,400028,0,7,95.7
2013,300m+,THEFT,400028,0,25,95.7
2013,100m,BATTERY,400029,0,10,97.45
2013,200m,BATTERY,400029,0,41,97.45
2013,300m,BATTERY,400029,0,41,97.45
2013,300m+,BATTERY,400029,0,50,97.45
2013,100m,THEFT,400029,0,13,97.45
2013,200m,THEFT,400029,0,36,97.45
2013,300m,THEFT,400029,0,22,97.45
2013,300m+,THEFT,400029,0,45,97.45
2013,100m,BATTERY,400030,0,1,96.4
2013,200m,BATTERY,400030,0,7,96.4
2013,300m,BATTERY,400030,0,31,96.4
2013,300m+,BATTERY,400030,0,34,96.4
2013,50m,THEFT,400030,0,1,96.4
2013,100m,THEFT,400030,0,1,96.4
2013,200m,THEFT,400030,0,4,96.4
2013,300m,THEFT,400030,0,15,96.4
2013,300m+,THEFT,400030,0,23,96.4
2013,25m,BATTERY,400032,0,2,94.575
2013,100m,BATTERY,400032,0,4,94.575
2013,200m,BATTERY,400032,0,26,94.575
2013,300m,BATTERY,400032,0,31,94.575
2013,300m+,BATTERY,400032,0,63,94.575
2013,200m,HOMICIDE,400032,0,1,94.575
2013,300m+,HOMICIDE,400032,0,1,94.575
2013,25m,THEFT,400032,0,4,94.575
2013,100m,THEFT,400032,0,5,94.575
2013,200m,THEFT,400032,0,19,94.575
2013,300m,THEFT,400032,0,26,94.575
2013,300m+,THEFT,400032,0,38,94.575
2013,25m,BATTERY,400033,0,19,87.3
2013,50m,BATTERY,400033,0,1,87.3
2013,100m,BATTERY,400033,0,2,87.3
2013,200m,BATTERY,400033,0,14,87.3
2013,300m,BATTERY,400033,0,15,87.3
2013,300m+,BATTERY,400033,0,27,87.3
2013,300m+,HOMICIDE,400033,0,1,87.3
2013,25m,THEFT,400033,0,17,87.3
2013,50m,THEFT,400033,0,1,87.3
2013,200m,THEFT,400033,0,20,87.3
2013,300m,THEFT,400033,0,21,87.3
2013,300m+,THEFT,400033,0,28,87.3
2013,25m,BATTERY,400035,0,1,95.53333333333332
2013,100m,BATTERY,400035,0,1,95.53333333333332
2013,200m,BATTERY,400035,0,11,95.53333333333332
2013,300m,BATTERY,400035,0,15,95.53333333333332
2013,300m+,BATTERY,400035,0,44,95.53333333333332
2013,25m,THEFT,400035,0,7,95.53333333333332
2013,50m,THEFT,400035,0,2,95.53333333333332
2013,100m,THEFT,400035,0,1,95.53333333333332
2013,200m,THEFT,400035,0,12,95.53333333333332
2013,300m,THEFT,400035,0,20,95.53333333333332
2013,300m+,THEFT,400035,0,67,95.53333333333332
2013,200m,BATTERY,400036,0,5,94.15
2013,300m,BATTERY,400036,0,11,94.15
2013,300m+,BATTERY,400036,0,24,94.15
2013,25m,THEFT,400036,0,1,94.15
2013,100m,THEFT,400036,0,7,94.15
2013,200m,THEFT,400036,0,33,94.15
2013,300m,THEFT,400036,0,196,94.15
2013,300m+,THEFT,400036,0,67,94.15
2013,50m,BATTERY,400039,0,1,96.35
2013,100m,BATTERY,400039,0,3,96.35
2013,200m,BATTERY,400039,0,19,96.35
2013,300m,BATTERY,400039,0,35,96.35
2013,300m+,BATTERY,400039,0,32,96.35
2013,300m,HOMICIDE,400039,0,1,96.35
2013,50m,THEFT,400039,0,1,96.35
2013,100m,THEFT,400039,0,7,96.35
2013,200m,THEFT,400039,0,20,96.35
2013,300m,THEFT,400039,0,30,96.35
2013,300m+,THEFT,400039,0,30,96.35
2013,25m,BATTERY,400040,0,1,96.85
2013,50m,BATTERY,400040,0,2,96.85
2013,100m,BATTERY,400040,0,14,96.85
2013,200m,BATTERY,400040,0,41,96.85
2013,300m,BATTERY,400040,0,83,96.85
2013,300m+,BATTERY,400040,0,108,96.85
2013,300m+,HOMICIDE,400040,0,2,96.85
2013,50m,THEFT,400040,0,1,96.85
2013,100m,THEFT,400040,0,5,96.85
2013,200m,THEFT,400040,0,9,96.85
2013,300m,THEFT,400040,0,34,96.85
2013,300m+,THEFT,400040,0,45,96.85
2013,25m,BATTERY,400043,0,3,NA
2013,100m,BATTERY,400043,0,2,NA
2013,200m,BATTERY,400043,0,9,NA
2013,300m,BATTERY,400043,0,30,NA
2013,300m+,BATTERY,400043,0,23,NA
2013,25m,THEFT,400043,0,3,NA
2013,50m,THEFT,400043,0,2,NA
2013,200m,THEFT,400043,0,16,NA
2013,300m,THEFT,400043,0,36,NA
2013,300m+,THEFT,400043,0,43,NA
2013,25m,BATTERY,400044,0,22,94.95
2013,50m,BATTERY,400044,0,4,94.95
2013,100m,BATTERY,400044,0,9,94.95
2013,200m,BATTERY,400044,0,31,94.95
2013,300m,BATTERY,400044,0,55,94.95
2013,300m+,BATTERY,400044,0,93,94.95
2013,25m,THEFT,400044,0,6,94.95
2013,100m,THEFT,400044,0,4,94.95
2013,200m,THEFT,400044,0,16,94.95
2013,300m,THEFT,400044,0,23,94.95
2013,300m+,THEFT,400044,0,45,94.95
2013,25m,BATTERY,400045,0,1,NA
2013,100m,BATTERY,400045,0,2,NA
2013,200m,BATTERY,400045,0,17,NA
2013,300m,BATTERY,400045,0,37,NA
2013,300m+,BATTERY,400045,0,31,NA
2013,25m,THEFT,400045,0,2,NA
2013,50m,THEFT,400045,0,1,NA
2013,100m,THEFT,400045,0,3,NA
2013,200m,THEFT,400045,0,5,NA
2013,300m,THEFT,400045,0,19,NA
2013,300m+,THEFT,400045,0,21,NA
2013,50m,BATTERY,400046,0,2,96.55
2013,100m,BATTERY,400046,0,4,96.55
2013,200m,BATTERY,400046,0,11,96.55
2013,300m,BATTERY,400046,0,37,96.55
2013,300m+,BATTERY,400046,0,69,96.55
2013,300m+,HOMICIDE,400046,0,2,96.55
2013,50m,THEFT,400046,0,2,96.55
2013,200m,THEFT,400046,0,27,96.55
2013,300m,THEFT,400046,0,37,96.55
2013,300m+,THEFT,400046,0,35,96.55
2013,25m,BATTERY,400047,0,1,NA
2013,100m,BATTERY,400047,0,6,NA
2013,200m,BATTERY,400047,0,42,NA
2013,300m,BATTERY,400047,0,25,NA
2013,300m+,BATTERY,400047,0,44,NA
2013,200m,HOMICIDE,400047,0,1,NA
2013,100m,THEFT,400047,0,3,NA
2013,200m,THEFT,400047,0,34,NA
2013,300m,THEFT,400047,0,18,NA
2013,300m+,THEFT,400047,0,35,NA
2013,50m,BATTERY,400048,0,2,NA
2013,100m,BATTERY,400048,0,8,NA
2013,200m,BATTERY,400048,0,6,NA
2013,300m,BATTERY,400048,0,15,NA
2013,300m+,BATTERY,400048,0,27,NA
2013,50m,THEFT,400048,0,8,NA
2013,100m,THEFT,400048,0,5,NA
2013,200m,THEFT,400048,0,11,NA
2013,300m,THEFT,400048,0,21,NA
2013,300m+,THEFT,400048,0,34,NA
2013,50m,BATTERY,400049,0,1,95.8
2013,200m,BATTERY,400049,0,16,95.8
2013,300m,BATTERY,400049,0,36,95.8
2013,300m+,BATTERY,400049,0,39,95.8
2013,300m+,HOMICIDE,400049,0,1,95.8
2013,50m,THEFT,400049,0,3,95.8
2013,200m,THEFT,400049,0,5,95.8
2013,300m,THEFT,400049,0,27,95.8
2013,300m+,THEFT,400049,0,27,95.8
2013,25m,BATTERY,400051,0,2,95.4
2013,100m,BATTERY,400051,0,3,95.4
2013,200m,BATTERY,400051,0,5,95.4
2013,300m,BATTERY,400051,0,3,95.4
2013,300m+,BATTERY,400051,0,23,95.4
2013,25m,THEFT,400051,0,2,95.4
2013,100m,THEFT,400051,0,10,95.4
2013,200m,THEFT,400051,0,26,95.4
2013,300m,THEFT,400051,0,19,95.4
2013,300m+,THEFT,400051,0,40,95.4
2013,100m,BATTERY,400053,0,1,95.375
2013,200m,BATTERY,400053,0,14,95.375
2013,300m,BATTERY,400053,0,32,95.375
2013,300m+,BATTERY,400053,0,13,95.375
2013,200m,HOMICIDE,400053,0,1,95.375
2013,100m,THEFT,400053,0,3,95.375
2013,200m,THEFT,400053,0,34,95.375
2013,300m,THEFT,400053,0,30,95.375
2013,300m+,THEFT,400053,0,50,95.375
2013,50m,BATTERY,400054,0,3,94.975
2013,100m,BATTERY,400054,0,3,94.975
2013,200m,BATTERY,400054,0,15,94.975
2013,300m,BATTERY,400054,0,21,94.975
2013,300m+,BATTERY,400054,0,57,94.975
2013,300m+,HOMICIDE,400054,0,1,94.975
2013,50m,THEFT,400054,0,1,94.975
2013,100m,THEFT,400054,0,1,94.975
2013,200m,THEFT,400054,0,16,94.975
2013,300m,THEFT,400054,0,25,94.975
2013,300m+,THEFT,400054,0,36,94.975
2013,50m,BATTERY,400055,0,1,94.35
2013,100m,BATTERY,400055,0,1,94.35
2013,200m,BATTERY,400055,0,6,94.35
2013,300m,BATTERY,400055,0,22,94.35
2013,300m+,BATTERY,400055,0,27,94.35
2013,300m,HOMICIDE,400055,0,1,94.35
2013,50m,THEFT,400055,0,3,94.35
2013,100m,THEFT,400055,0,6,94.35
2013,200m,THEFT,400055,0,16,94.35
2013,300m,THEFT,400055,0,40,94.35
2013,300m+,THEFT,400055,0,34,94.35
2013,25m,BATTERY,400056,0,10,93.45
2013,50m,BATTERY,400056,0,1,93.45
2013,100m,BATTERY,400056,0,9,93.45
2013,200m,BATTERY,400056,0,69,93.45
2013,300m,BATTERY,400056,0,58,93.45
2013,300m+,BATTERY,400056,0,111,93.45
2013,300m+,HOMICIDE,400056,0,2,93.45
2013,25m,THEFT,400056,0,2,93.45
2013,100m,THEFT,400056,0,6,93.45
2013,200m,THEFT,400056,0,24,93.45
2013,300m,THEFT,400056,0,26,93.45
2013,300m+,THEFT,400056,0,61,93.45
2013,25m,BATTERY,400058,0,5,97.4
2013,50m,BATTERY,400058,0,10,97.4
2013,100m,BATTERY,400058,0,15,97.4
2013,200m,BATTERY,400058,0,45,97.4
2013,300m,BATTERY,400058,0,68,97.4
2013,300m+,BATTERY,400058,0,87,97.4
2013,200m,HOMICIDE,400058,0,1,97.4
2013,50m,THEFT,400058,0,7,97.4
2013,100m,THEFT,400058,0,6,97.4
2013,200m,THEFT,400058,0,22,97.4
2013,300m,THEFT,400058,0,21,97.4
2013,300m+,THEFT,400058,0,36,97.4
2013,25m,BATTERY,400059,0,16,93.75
2013,100m,BATTERY,400059,0,3,93.75
2013,200m,BATTERY,400059,0,22,93.75
2013,300m,BATTERY,400059,0,35,93.75
2013,300m+,BATTERY,400059,0,49,93.75
2013,25m,THEFT,400059,0,7,93.75
2013,100m,THEFT,400059,0,1,93.75
2013,200m,THEFT,400059,0,13,93.75
2013,300m,THEFT,400059,0,14,93.75
2013,300m+,THEFT,400059,0,28,93.75
2013,50m,BATTERY,400061,0,11,98.05
2013,200m,BATTERY,400061,0,15,98.05
2013,300m,BATTERY,400061,0,47,98.05
2013,300m+,BATTERY,400061,0,52,98.05
2013,50m,THEFT,400061,0,16,98.05
2013,200m,THEFT,400061,0,8,98.05
2013,300m,THEFT,400061,0,32,98.05
2013,300m+,THEFT,400061,0,46,98.05
2013,100m,BATTERY,400062,0,2,99
2013,200m,BATTERY,400062,0,15,99
2013,300m,BATTERY,400062,0,61,99
2013,300m+,BATTERY,400062,0,41,99
2013,100m,THEFT,400062,0,1,99
2013,200m,THEFT,400062,0,22,99
2013,300m,THEFT,400062,0,34,99
2013,300m+,THEFT,400062,0,35,99
2013,100m,BATTERY,400064,0,4,98.38333333333333
2013,200m,BATTERY,400064,0,14,98.38333333333333
2013,300m,BATTERY,400064,0,17,98.38333333333333
2013,300m+,BATTERY,400064,0,52,98.38333333333333
2013,25m,THEFT,400064,0,4,98.38333333333333
2013,50m,THEFT,400064,0,4,98.38333333333333
2013,100m,THEFT,400064,0,2,98.38333333333333
2013,200m,THEFT,400064,0,22,98.38333333333333
2013,300m,THEFT,400064,0,42,98.38333333333333
2013,300m+,THEFT,400064,0,100,98.38333333333333
2013,50m,BATTERY,400066,0,3,97.7
2013,100m,BATTERY,400066,0,1,97.7
2013,200m,BATTERY,400066,0,23,97.7
2013,300m,BATTERY,400066,0,26,97.7
2013,300m+,BATTERY,400066,0,38,97.7
2013,300m,HOMICIDE,400066,0,1,97.7
2013,50m,THEFT,400066,0,5,97.7
2013,100m,THEFT,400066,0,2,97.7
2013,200m,THEFT,400066,0,17,97.7
2013,300m,THEFT,400066,0,11,97.7
2013,300m+,THEFT,400066,0,59,97.7
2013,25m,BATTERY,400068,0,2,93.3
2013,50m,BATTERY,400068,0,2,93.3
2013,200m,BATTERY,400068,0,29,93.3
2013,300m,BATTERY,400068,0,24,93.3
2013,300m+,BATTERY,400068,0,17,93.3
2013,300m,HOMICIDE,400068,0,1,93.3
2013,50m,THEFT,400068,0,1,93.3
2013,100m,THEFT,400068,0,1,93.3
2013,200m,THEFT,400068,0,14,93.3
2013,300m,THEFT,400068,0,19,93.3
2013,300m+,THEFT,400068,0,12,93.3
2013,25m,BATTERY,400069,0,5,95.8
2013,100m,BATTERY,400069,0,15,95.8
2013,200m,BATTERY,400069,0,16,95.8
2013,300m,BATTERY,400069,0,49,95.8
2013,300m+,BATTERY,400069,0,65,95.8
2013,25m,THEFT,400069,0,4,95.8
2013,50m,THEFT,400069,0,2,95.8
2013,100m,THEFT,400069,0,2,95.8
2013,200m,THEFT,400069,0,13,95.8
2013,300m,THEFT,400069,0,33,95.8
2013,300m+,THEFT,400069,0,54,95.8
2013,25m,BATTERY,400071,0,9,97.85
2013,200m,BATTERY,400071,0,28,97.85
2013,300m,BATTERY,400071,0,94,97.85
2013,300m+,BATTERY,400071,0,81,97.85
2013,300m,HOMICIDE,400071,0,2,97.85
2013,300m+,HOMICIDE,400071,0,1,97.85
2013,25m,THEFT,400071,0,3,97.85
2013,100m,THEFT,400071,0,3,97.85
2013,200m,THEFT,400071,0,20,97.85
2013,300m,THEFT,400071,0,39,97.85
2013,300m+,THEFT,400071,0,51,97.85
2013,25m,BATTERY,400075,0,2,NA
2013,50m,BATTERY,400075,0,3,NA
2013,200m,BATTERY,400075,0,8,NA
2013,300m,BATTERY,400075,0,27,NA
2013,300m+,BATTERY,400075,0,39,NA
2013,25m,THEFT,400075,0,1,NA
2013,200m,THEFT,400075,0,11,NA
2013,300m,THEFT,400075,0,15,NA
2013,300m+,THEFT,400075,0,36,NA
2013,50m,BATTERY,400076,0,4,NA
2013,200m,BATTERY,400076,0,6,NA
2013,300m,BATTERY,400076,0,20,NA
2013,300m+,BATTERY,400076,0,19,NA
2013,50m,THEFT,400076,0,2,NA
2013,200m,THEFT,400076,0,5,NA
2013,300m,THEFT,400076,0,34,NA
2013,300m+,THEFT,400076,0,44,NA
2013,25m,BATTERY,400077,0,5,96.46666666666668
2013,100m,BATTERY,400077,0,7,96.46666666666668
2013,200m,BATTERY,400077,0,15,96.46666666666668
2013,300m,BATTERY,400077,0,31,96.46666666666668
2013,300m+,BATTERY,400077,0,26,96.46666666666668
2013,25m,THEFT,400077,0,4,96.46666666666668
2013,200m,THEFT,400077,0,7,96.46666666666668
2013,300m,THEFT,400077,0,19,96.46666666666668
2013,300m+,THEFT,400077,0,23,96.46666666666668
2013,100m,BATTERY,400078,0,9,94.2
2013,200m,BATTERY,400078,0,14,94.2
2013,300m,BATTERY,400078,0,8,94.2
2013,300m+,BATTERY,400078,0,68,94.2
2013,200m,HOMICIDE,400078,0,1,94.2
2013,100m,THEFT,400078,0,7,94.2
2013,200m,THEFT,400078,0,29,94.2
2013,300m,THEFT,400078,0,5,94.2
2013,300m+,THEFT,400078,0,62,94.2
2013,100m,BATTERY,400081,0,2,98.15
2013,200m,BATTERY,400081,0,9,98.15
2013,300m,BATTERY,400081,0,14,98.15
2013,300m+,BATTERY,400081,0,20,98.15
2013,25m,THEFT,400081,0,1,98.15
2013,100m,THEFT,400081,0,3,98.15
2013,200m,THEFT,400081,0,12,98.15
2013,300m,THEFT,400081,0,29,98.15
2013,300m+,THEFT,400081,0,29,98.15
2013,50m,BATTERY,400083,0,1,97.15
2013,100m,BATTERY,400083,0,4,97.15
2013,200m,BATTERY,400083,0,19,97.15
2013,300m,BATTERY,400083,0,48,97.15
2013,300m+,BATTERY,400083,0,28,97.15
2013,100m,THEFT,400083,0,3,97.15
2013,200m,THEFT,400083,0,10,97.15
2013,300m,THEFT,400083,0,39,97.15
2013,300m+,THEFT,400083,0,105,97.15
2013,100m,BATTERY,400086,0,10,94.475
2013,200m,BATTERY,400086,0,12,94.475
2013,300m,BATTERY,400086,0,25,94.475
2013,300m+,BATTERY,400086,0,35,94.475
2013,300m+,HOMICIDE,400086,0,1,94.475
2013,100m,THEFT,400086,0,21,94.475
2013,200m,THEFT,400086,0,4,94.475
2013,300m,THEFT,400086,0,23,94.475
2013,300m+,THEFT,400086,0,43,94.475
2013,100m,BATTERY,400087,0,4,93.46666666666668
2013,200m,BATTERY,400087,0,12,93.46666666666668
2013,300m,BATTERY,400087,0,10,93.46666666666668
2013,300m+,BATTERY,400087,0,6,93.46666666666668
2013,100m,THEFT,400087,0,1,93.46666666666668
2013,200m,THEFT,400087,0,13,93.46666666666668
2013,300m,THEFT,400087,0,41,93.46666666666668
2013,300m+,THEFT,400087,0,36,93.46666666666668
2013,25m,BATTERY,400091,0,1,85.425
2013,50m,BATTERY,400091,0,3,85.425
2013,100m,BATTERY,400091,0,9,85.425
2013,200m,BATTERY,400091,0,36,85.425
2013,300m,BATTERY,400091,0,32,85.425
2013,300m+,BATTERY,400091,0,28,85.425
2013,200m,HOMICIDE,400091,0,1,85.425
2013,300m+,HOMICIDE,400091,0,1,85.425
2013,50m,THEFT,400091,0,4,85.425
2013,100m,THEFT,400091,0,3,85.425
2013,200m,THEFT,400091,0,20,85.425
2013,300m,THEFT,400091,0,31,85.425
2013,300m+,THEFT,400091,0,24,85.425
2013,50m,BATTERY,400092,0,7,NA
2013,100m,BATTERY,400092,0,10,NA
2013,200m,BATTERY,400092,0,46,NA
2013,300m,BATTERY,400092,0,63,NA
2013,300m+,BATTERY,400092,0,41,NA
2013,50m,THEFT,400092,0,2,NA
2013,100m,THEFT,400092,0,2,NA
2013,200m,THEFT,400092,0,12,NA
2013,300m,THEFT,400092,0,15,NA
2013,300m+,THEFT,400092,0,22,NA
2013,50m,BATTERY,400094,0,4,90.025
2013,100m,BATTERY,400094,0,10,90.025
2013,200m,BATTERY,400094,0,30,90.025
2013,300m,BATTERY,400094,0,32,90.025
2013,300m+,BATTERY,400094,0,44,90.025
2013,300m+,HOMICIDE,400094,0,1,90.025
2013,50m,THEFT,400094,0,5,90.025
2013,100m,THEFT,400094,0,5,90.025
2013,200m,THEFT,400094,0,13,90.025
2013,300m,THEFT,400094,0,19,90.025
2013,300m+,THEFT,400094,0,27,90.025
2013,100m,BATTERY,400096,0,3,NA
2013,200m,BATTERY,400096,0,2,NA
2013,300m,BATTERY,400096,0,6,NA
2013,300m+,BATTERY,400096,0,13,NA
2013,25m,THEFT,400096,0,1,NA
2013,50m,THEFT,400096,0,1,NA
2013,100m,THEFT,400096,0,7,NA
2013,200m,THEFT,400096,0,22,NA
2013,300m,THEFT,400096,0,27,NA
2013,300m+,THEFT,400096,0,82,NA
2013,25m,BATTERY,400097,0,4,93.525
2013,100m,BATTERY,400097,0,3,93.525
2013,200m,BATTERY,400097,0,23,93.525
2013,300m,BATTERY,400097,0,19,93.525
2013,300m+,BATTERY,400097,0,20,93.525
2013,25m,THEFT,400097,0,5,93.525
2013,100m,THEFT,400097,0,4,93.525
2013,200m,THEFT,400097,0,35,93.525
2013,300m,THEFT,400097,0,25,93.525
2013,300m+,THEFT,400097,0,46,93.525
2013,25m,BATTERY,400101,0,1,97.15
2013,100m,BATTERY,400101,0,6,97.15
2013,200m,BATTERY,400101,0,15,97.15
2013,300m,BATTERY,400101,0,17,97.15
2013,300m+,BATTERY,400101,0,23,97.15
2013,100m,THEFT,400101,0,2,97.15
2013,200m,THEFT,400101,0,9,97.15
2013,300m,THEFT,400101,0,14,97.15
2013,300m+,THEFT,400101,0,17,97.15
2013,25m,BATTERY,400102,0,9,91.65
2013,100m,BATTERY,400102,0,6,91.65
2013,200m,BATTERY,400102,0,32,91.65
2013,300m,BATTERY,400102,0,17,91.65
2013,300m+,BATTERY,400102,0,38,91.65
2013,200m,HOMICIDE,400102,0,1,91.65
2013,25m,THEFT,400102,0,9,91.65
2013,100m,THEFT,400102,0,4,91.65
2013,200m,THEFT,400102,0,16,91.65
2013,300m,THEFT,400102,0,18,91.65
2013,300m+,THEFT,400102,0,34,91.65
2013,100m,BATTERY,400106,0,4,91.66666666666669
2013,200m,BATTERY,400106,0,22,91.66666666666669
2013,300m,BATTERY,400106,0,25,91.66666666666669
2013,300m+,BATTERY,400106,0,51,91.66666666666669
2013,300m,HOMICIDE,400106,0,1,91.66666666666669
2013,100m,THEFT,400106,0,8,91.66666666666669
2013,200m,THEFT,400106,0,21,91.66666666666669
2013,300m,THEFT,400106,0,23,91.66666666666669
2013,300m+,THEFT,400106,0,54,91.66666666666669
2013,25m,BATTERY,400107,0,4,NA
2013,50m,BATTERY,400107,0,1,NA
2013,200m,BATTERY,400107,0,10,NA
2013,300m,BATTERY,400107,0,49,NA
2013,300m+,BATTERY,400107,0,26,NA
2013,25m,THEFT,400107,0,4,NA
2013,50m,THEFT,400107,0,1,NA
2013,200m,THEFT,400107,0,3,NA
2013,300m,THEFT,400107,0,12,NA
2013,300m+,THEFT,400107,0,18,NA
2013,200m,BATTERY,400111,0,16,NA
2013,300m,BATTERY,400111,0,29,NA
2013,300m+,BATTERY,400111,0,42,NA
2013,100m,THEFT,400111,0,2,NA
2013,200m,THEFT,400111,0,17,NA
2013,300m,THEFT,400111,0,16,NA
2013,300m+,THEFT,400111,0,34,NA
2013,50m,BATTERY,400113,0,4,94.75
2013,100m,BATTERY,400113,0,2,94.75
2013,200m,BATTERY,400113,0,7,94.75
2013,300m,BATTERY,400113,0,10,94.75
2013,300m+,BATTERY,400113,0,20,94.75
2013,50m,THEFT,400113,0,2,94.75
2013,100m,THEFT,400113,0,3,94.75
2013,200m,THEFT,400113,0,8,94.75
2013,300m,THEFT,400113,0,37,94.75
2013,300m+,THEFT,400113,0,72,94.75
2013,100m,BATTERY,400114,0,1,96.05
2013,200m,BATTERY,400114,0,9,96.05
2013,300m,BATTERY,400114,0,27,96.05
2013,300m+,BATTERY,400114,0,51,96.05
2013,200m,HOMICIDE,400114,0,2,96.05
2013,300m,HOMICIDE,400114,0,1,96.05
2013,25m,THEFT,400114,0,1,96.05
2013,50m,THEFT,400114,0,2,96.05
2013,100m,THEFT,400114,0,5,96.05
2013,200m,THEFT,400114,0,24,96.05
2013,300m,THEFT,400114,0,53,96.05
2013,300m+,THEFT,400114,0,66,96.05
2013,100m,BATTERY,400115,0,1,95.2
2013,200m,BATTERY,400115,0,14,95.2
2013,300m,BATTERY,400115,0,23,95.2
2013,300m+,BATTERY,400115,0,31,95.2
2013,25m,THEFT,400115,0,4,95.2
2013,50m,THEFT,400115,0,1,95.2
2013,200m,THEFT,400115,0,14,95.2
2013,300m,THEFT,400115,0,15,95.2
2013,300m+,THEFT,400115,0,11,95.2
2013,100m,BATTERY,400116,0,5,NA
2013,200m,BATTERY,400116,0,22,NA
2013,300m,BATTERY,400116,0,35,NA
2013,300m+,BATTERY,400116,0,51,NA
2013,100m,THEFT,400116,0,5,NA
2013,200m,THEFT,400116,0,13,NA
2013,300m,THEFT,400116,0,33,NA
2013,300m+,THEFT,400116,0,22,NA
2013,100m,BATTERY,400117,0,5,92.1
2013,200m,BATTERY,400117,0,21,92.1
2013,300m,BATTERY,400117,0,37,92.1
