school_id,school_nm,grades,sch_type,x,y,year
610298,LENART,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6280769919,41.7471851186,2013
610299,HINTON,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6413336817,41.7653075455,2013
610300,WESTCOTT,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6347512638,41.7488956625,2013
610304,PHOENIX MILITARY HS,"9, 10, 11, 12","District, non-alternative",-87.6887239478,41.8788478053,2013
610305,LELAND,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7492388508,41.8735875291,2013
610308,RUDOLPH,"PE, PK, K, 1, 2, 3, 4, 5","District, Special Ed.",-87.6694399954,41.8835687682,2013
610312,MCDOWELL,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.5895902032,41.7331597515,2013
610313,DIEGO,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6857929303,41.9052932886,2013
610315,WHITE,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6505377409,41.6722819704,2013
610316,EARHART,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5821808889,41.7260800217,2013
610317,BRIGHTON PARK,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6921136049,41.8238993023,2013
610319,EVERGREEN,"6, 7, 8","District, non-alternative",-87.6678531947,41.8293550508,2013
610321,"MARSHALL, T","7, 8","District, non-alternative",-87.7202837621,41.9519884366,2013
610323,BOWEN HS,"9, 10, 11, 12","District, non-alternative",-87.5577592347,41.7337060939,2013
610325,LOGANDALE,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7080400421,41.9339427625,2013
610329,OROZCO,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.675209851100007,41.8577273722,2013
610334,RABY HS,"9, 10, 11, 12","District, non-alternative",-87.7154238418,41.8862374965,2013
610339,STAGG,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6491800491,41.7589252625,2013
610340,CHGO ACAD HS,"9, 10, 11, 12","District, non-alternative",-87.7764315436,41.9421377375,2013
610342,SABIN,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6830491568,41.9067883749,2013
610345,WOODSON,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6083820907,41.8144992262,2013
610347,CLAREMONT,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6810603943,41.7774830723,2013
610350,BLACK,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5766795781,41.7296918105,2013
610352,DURKIN PARK,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7299919208,41.7388432818,2013
610353,CALMECA,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7116528769,41.824349892,2013
610354,NORTH RIVER,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7071139761,41.9617218116,2013
610355,COURTENAY,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6638161966,41.9623079619,2013
610357,SPRY HS,"9, 10, 11, 12","District, non-alternative",-87.6990540931,41.8481615496,2013
610362,EVERS,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6393420883,41.7156648242,2013
610363,DISNEY,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6460475366,41.956824030600004,2013
610364,DUBOIS,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6143199049,41.6537055394,2013
610366,WACKER,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6480077018,41.716193732,2013
610367,DE PRIEST,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7663342623,41.8779781526,2013
610368,"HUGHES, L","PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6298680347,41.7053148832,2013
610369,"JACKSON, M","PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6467675163,41.734152909,2013
610380,"WILLIAMS, D","9, 10, 11, 12","District, non-alternative",-87.6244105618,41.8045587818,2013
610381,BRONZEVILLE HS,"9, 10, 11, 12","District, non-alternative",-87.6244105618,41.8045587818,2013
610383,GREATER LAWNDALE HS,"9, 10, 11, 12","District, non-alternative",-87.7341216352,41.8360356838,2013
610384,INFINITY HS,"9, 10, 11, 12","District, non-alternative",-87.7341216352,41.8360356838,2013
610385,MULTICULTURAL ACAD SCHOLARSHIP,"9, 10, 11, 12","District, non-alternative",-87.7341216352,41.8360356838,2013
610386,PEACE & EDUCATION HS,"10, 11, 12",Alternative/District,-87.6673410969,41.8035152658,2013
610389,ORR HS,"9, 10, 11, 12","District, non-alternative",-87.7261296112,41.8944493769,2013
610390,RICKOVER HS,"9, 10, 11, 12","District, non-alternative",-87.6651879969,41.989033193,2013
610391,LINDBLOM HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.6716251942,41.7820414047,2013
610392,WORLD LANGUAGE HS,"9, 10, 11, 12","District, non-alternative",-87.7341216352,41.8360356838,2013
610394,UPLIFT HS,"9, 10, 11, 12","District, non-alternative",-87.6524725409,41.9655200273,2013
610396,TARKINGTON,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7064440062,41.7643796388,2013
610402,DEVRY HS,"11, 12","District, non-alternative",-87.6907246467,41.9413882508,2013
610405,SUDER,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6776352888,41.8831870827,2013
610499,COLLINS HS,"9, 10, 11, 12","District, non-alternative",-87.7020776088,41.8641432818,2013
610501,AUSTIN POLY HS,"9, 10, 11, 12","District, non-alternative",-87.763285586,41.8852126907,2013
610502,MARINE MILITARY HS,"9, 10, 11, 12","District, non-alternative",-87.6887239478,41.8788478053,2013
610503,FRAZIER PROSPECTIVE,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7263136992,41.8670136517,2013
610504,THOMAS,"PE, PK","District, Special Ed.",-87.6775785341,41.8277744098,2013
610506,TEAM HS,"9, 10, 11, 12","District, non-alternative",-87.6350153382,41.7815051905,2013
610513,AIR FORCE HS,"9, 10, 11, 12","District, non-alternative",-87.6327202975,41.828145791,2013
610515,DISNEY II,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7306783758,41.9504605065,2013
610518,VOISE HS,"9, 10, 11, 12","District, non-alternative",-87.763285586,41.8852126907,2013
610520,LASALLE II,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6736593055,41.9029149765,2013
610521,"DAVIS, M","K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.666493233,41.7712216702,2013
610523,EDISON PARK,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8137344489,41.9942377128,2013
610529,OGDEN HS,"6, 7, 8, 9, 10, 11, 12","District, non-alternative",-87.6594038896,41.8935202033,2013
610530,SOUTHSHORE,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.590396577800007,41.7677825492,2013
610532,HERNANDEZ,"6, 7, 8","District, non-alternative",-87.7113690304,41.7934518969,2013
610533,PRIETO,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7658172994,41.9213167955,2013
610534,SKINNER NORTH,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.6448406242,41.9050816857,2013
610539,CAMRAS,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7700905183,41.9349313253,2013
610541,LORCA,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7248117419,41.9400431317,2013
610542,WEST RIDGE,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7058804162,42.0029587615,2013
610543,SOLORIO HS,"9, 10, 11, 12","District, non-alternative",-87.711022181,41.7952016623,2013
610544,AZUELA,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7399209599,41.7711065099,2013
610547,SOUTH SHORE INTL HS,"9, 10, 11","District, non-alternative",-87.5763531975,41.7588191016,2013
610548,STEM ES,"K, 1, 2, 3, 4, 5","District, non-alternative",-87.6649682527,41.8685484462,2013
610555,BANNER ACADEMY WEST HS,"9, 10, 11, 12",Alternative/District,-87.7543204081,41.8955535608,2013
610557,PATHWAYS EDUCATION HS,"9, 10, 11, 12",Alternative/District,-87.7040593885,41.735211585,2013
610558,GOODE ACAD HS,"9, 10","District, non-alternative",-87.707381987,41.7537492043,2013
610559,SHIELDS MIDDLE,"5, 6, 7, 8","District, non-alternative",-87.6897806715,41.8065188454,2013
610561,CRANE MEDICAL PREP,9,"District, non-alternative",-87.6832489544,41.8775287345,2013
610563,BACK OF THE YARDS IB HS,9,"District, non-alternative",-87.6775423672,41.8084399757,2013
610564,DISNEY II HS,"7, 9","District, non-alternative",-87.7202837621,41.9519884366,2013
400009,GLOBAL CITIZENSHIP CHTR,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.7400974361,41.807578508,2014
400010,ACE TECHNICAL CHTR HS,"9, 10, 11, 12",Charter,-87.6258490371,41.79612151,2014
400011,"LOCKE, A CHTR","PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7052345263,41.877248353,2014
400012,AMANDLA CHTR HS,"5, 6, 7, 8, 9, 10, 11",Charter,-87.6354715693,41.7708022549,2014
400013,ASPIRA CHTR - EARLY COLLEGE HS,"9, 10, 11, 12",Charter,-87.7270956582,41.9372982854,2014
400015,ASPIRA CHTR - RAMIREZ HS,12,Charter,-87.6955218301,41.9124976075,2014
400017,ASPIRA CHTR - HAUGAN,"6, 7, 8",Charter,-87.7218246656,41.9664056681,2014
400018,AUSTIN BUS & ENTRP HS,"9, 10, 11, 12",District,-87.7618910169,41.8842046721,2014
400019,BRONZEVILLE LIGHTHOUSE CHTR,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6266218015,41.8192766112,2014
400020,CATALYST CHTR - HOWLAND,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7076985188,41.8585532887,2014
400021,CATALYST CHTR - CIRCLE ROCK,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7653219783,41.8823222215,2014
400022,CHGO ARTS CONTR HS,"9, 10, 11, 12",Contract,-87.6949450113,41.8993765736,2014
400023,CICS - AVALON / SOUTH SHORE,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.5879276411,41.7431794208,2014
400024,CICS - BASIL,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6702426574,41.7940428641,2014
400025,CICS - BUCKTOWN,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6813579646,41.9224146303,2014
400026,CICS - LOOMIS,"K, 1, 2",Charter,-87.6575610581,41.7202464236,2014
400027,CICS - IRVING PARK,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7104924287,41.9508912753,2014
400028,CICS - PRAIRIE,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6168883821,41.6844330391,2014
400029,CICS - WASHINGTON PARK,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6220684545,41.783616847,2014
400030,CICS - WEST BELDEN,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7767485391,41.9216874956,2014
400031,CICS - WRIGHTWOOD,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.692614399000007,41.745365451,2014
400032,CICS - ELLISON,"9, 10, 11, 12",Charter,-87.6689796393,41.7483824088,2014
400033,CICS - LONGWOOD,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Charter,-87.6557681329,41.7212214333,2014
400034,CICS - NORTHTOWN,"9, 10, 11, 12",Charter,-87.7265042644,41.990245012,2014
400035,CHGO MATH & SCI ACAD CHTR HS,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6748184179,42.0130314901,2014
400036,CHICAGO VIRTUAL CHTR HS,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Charter,-87.6497724849,41.8805501125,2014
400038,COMMUNITY CONTR,"11, 12",Contract,-87.7250220202,41.8649522598,2014
400039,ERIE CHTR,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6943644455,41.9067706354,2014
400040,FRAZIER CHTR,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7176419761,41.8620768642,2014
400041,GALAPAGOS CHTR,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7219590387,41.897313025,2014
400042,FORD CHTR HS,12,Charter,-87.7103018762,41.8693184768,2014
400043,HOPE CONTR ES,"K, 1, 2, 3, 4, 5",Contract,-87.6680769459,41.8833620272,2014
400044,KIPP CHTR - ASCEND,"1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7210706467,41.8583697441,2014
400045,NKRUMAH CHTR,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.6310581484,41.6980404885,2014
400046,LEARN CHTR - BUTLER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7106794802,41.8672727143,2014
400047,LEARN CHTR - CAMPBELL,"K, 1, 2, 3, 4, 5",Charter,-87.6987387202,41.8778606316,2014
400048,LEARN CHTR - EXCEL,"K, 1, 2, 3, 4, 5",Charter,-87.6865683709,41.8746871412,2014
400049,LEGACY CHTR,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7303481482,41.8568591586,2014
400050,NAMASTE CHTR,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6677240431,41.82569976,2014
400051,NOBLE CHTR - NOBLE,"9, 10, 11, 12",Charter,-87.6626277817,41.900190521,2014
400052,NOBLE CHTR - COMER,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6019735726,41.7640829933,2014
400053,NOBLE CHTR - GOLDER,"9, 10, 11, 12",Charter,-87.6644829983,41.8952821943,2014
400054,NOBLE CHTR - PRITZKER,"9, 10, 11, 12",Charter,-87.7301267151,41.9152141071,2014
400055,NOBLE CHTR - RAUNER,"9, 10, 11, 12",Charter,-87.6608588702,41.8924250127,2014
400056,NOBLE CHTR - ROWE CLARK,"9, 10, 11, 12",Charter,-87.7180467675,41.8953622587,2014
400057,NOBLE CHTR - UIC,"9, 10, 11, 12",Charter,-87.6761109293,41.8658174138,2014
400058,NTH LAWNDALE CHTR - CHRISTIANA,"9, 10, 11, 12",Charter,-87.7089871107,41.8585635545,2014
400059,NORTH LAWNDALE CHTR - COLLINS,"9, 10, 11, 12",Charter,-87.7006806005,41.8641458434,2014
400060,ASIAN HUMAN SERVICES CHTR - PASSAGES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6711604196,41.9833714364,2014
400061,PERSPECTIVES CHTR - LEADERSHIP ACADEMY,"6, 7, 8, 9, 10, 11, 12",Charter,-87.652045088,41.745960832,2014
400062,PERSPECTIVES CHTR - TECH HS,"9, 10, 11, 12",Charter,-87.6506570243,41.7459490195,2014
400064,PERSPECTIVES CHTR - JOSLIN,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6285309013,41.855999105,2014
400066,PERSPECTIVES CHTR - IIT,"6, 7, 8, 9, 10, 11, 12",Charter,-87.6247877203,41.8277838575,2014
400068,PLATO CONTR,"K, 1, 2, 3, 4, 5, 6, 7, 8",Contract,-87.7633369322,41.8727604288,2014
400069,POLARIS CHTR,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7077964743,41.8925501743,2014
400070,PROLOGUE CONTR HS,"9, 10, 11, 12",Contract,-87.6635408086,41.90307018,2014
400071,PROVIDENCE CHTR - BUNCHE,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6639958298,41.7753673679,2014
400072,SHABAZZ CHTR - SHABAZZ,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6002545537,41.7524584893,2014
400073,SHABAZZ CHTR - DUSABLE,"11, 12",Charter,-87.62501515,41.8043093269,2014
400074,SHABAZZ CHTR - SIZEMORE,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6676390078,41.7673901132,2014
400075,UNIV OF CHGO CHTR - DONOGHUE,"PK, K, 1, 2, 3, 4, 5",Charter,-87.6085007807,41.8277260817,2014
400076,UNIV OF CHGO CHTR - NKO,"PK, K, 1, 2, 3, 4, 5",Charter,-87.5987862682,41.811182867,2014
400077,UNIV OF CHGO CHTR - WOODLAWN,"6, 7, 8, 9, 10, 11, 12",Charter,-87.5981139196,41.7781296984,2014
400078,UNIV OF CHGO CHTR - WOODSON,"6, 7, 8",Charter,-87.608425622,41.8135473046,2014
400079,UNO CHTR - SPC DANIEL ZIZUMBO,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7304951171,41.8101347874,2014
400080,UNO CHTR - PFC OMAR E.TORRES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7304504432,41.8081998067,2014
400081,UNO CHTR - DE LAS CASAS,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6679491694,41.8595040084,2014
400082,UNO CHTR - FUENTES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6995936516,41.9374757762,2014
400083,UNO CHTR - PAZ,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6925508987,41.8500354133,2014
400084,UNO CHTR - TAMAYO,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.693861636,41.799930187,2014
400085,UNO CHTR - MAJOR HECTOR P.GARCIA,"9, 10, 11, 12",Charter,-87.7304668491,41.8091707899,2014
400086,URBAN PREP CHTR - ENGLEWOOD,"9, 10, 11, 12",Charter,-87.6343566919,41.7814978168,2014
400087,YOUNG WOMEN'S LEADERSHIP CHTR,"7, 8, 9, 10, 11, 12",Charter,-87.6187237962,41.8445438065,2014
400089,UNO CHTR - MARQUEZ,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6973940968,41.8083088242,2014
400091,CHICAGO TECH ACADEMY,"9, 10, 11, 12",Contract,-87.6590948034,41.863301409,2014
400092,CICS - LLOYD BOND,"K, 1, 2, 3, 4, 5, 6",Charter,-87.6050391022,41.6536634504,2014
400094,EPIC CHTR HS,"9, 10, 11, 12",Charter,-87.5502223699,41.7448491061,2014
400096,ROWE CHTR,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.6640724683,41.907797179,2014
400097,NOBLE CHTR - CHGO BULLS,"9, 10, 11, 12",Charter,-87.6781952601,41.878808809,2014
400098,NOBLE CHTR - MUCHIN,"9, 10, 11, 12",Charter,-87.6263382826,41.8827402583,2014
400101,UNO CHTR - SANDRA CISNEROS,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6939961617,41.8228837416,2014
400102,URBAN PREP CHTR - WEST,"9, 10, 11, 12",Charter,-87.6601065401,41.8625400198,2014
400104,INSTITUTO CHTR - HEALTH SCIENCES,"9, 10, 11, 12",Charter,-87.6872401586,41.8459665888,2014
400105,URBAN PREP CHTR - BRONZEVILLE,"9, 10, 11, 12",Charter,-87.6136286474,41.8311175313,2014
400106,NOBLE CHTR - JOHNSON,"9, 10, 11, 12",Charter,-87.6351166981,41.778369499,2014
400107,LEARN CHRT - SOUTH CHICAGO,"K, 1, 2, 3, 4, 5, 6, 7",Charter,-87.5455798925,41.7333331332,2014
400108,CICS - HAWKINS,"7, 8, 9, 10, 11, 12",Charter,-87.6018732837,41.6531410576,2014
400109,PROLOGUE - JOHNSTON CHTR HS,"9, 10, 11, 12",Charter,-87.6624156534,41.7211364554,2014
400111,LEARN CHTR - HUNTER PERKINS,"K, 1, 2, 3, 4, 5, 6",Charter,-87.665721055,41.7431217705,2014
400112,UNO CHTR - HOMAN ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7087967837,41.8010424143,2014
400113,CICS - CHICAGOQUEST NORTH,"6, 7, 8, 9, 10",Charter,-87.6455614992,41.907796796,2014
400114,UNO CHTR - ESMERALDA SANTIAGO,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6898956253,41.9003436354,2014
400115,CATALYST CHTR - MARIA,"K, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12",Charter,-87.6930753223,41.7709917191,2014
400116,MONTESSORI CHTR - ENGLEWOOD,"PK, K, 1, 2, 3, 4, 5, 6",Charter,-87.676146727,41.7745716026,2014
400117,NOBLE CHTR - HANSBERRY,"9, 10, 11",Charter,-87.6509867281,41.7344416234,2014
400118,NOBLE CHTR - DRW,"9, 10, 11",Charter,-87.711654226,41.8693280768,2014
400119,LEGAL PREP CHTR ACADEMY,"9, 10, 11",Charter,-87.7337783826,41.8817327589,2014
400120,UNO CHTR - NEAR WEST,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.7878304377,41.9179516801,2014
400121,UNO CHTR - ROGERS PARK,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Charter,-87.684405682,42.0164758821,2014
400123,YCCS CHTR - ASA,"10, 11, 12",Charter,-87.742538899,41.8804471877,2014
400124,YCCS CHTR - MCKINLEY,"10, 11, 12",Charter,-87.6253307702,41.8413311677,2014
400125,YCCS CHTR - ASPIRA PANTOJA,"10, 11, 12",Charter,-87.7271373598,41.9381866036,2014
400126,YCCS CHTR - ASSOCIATION HOUSE,"10, 11, 12",Charter,-87.7068598834,41.9015724074,2014
400127,YCCS CHTR - AUSTIN CAREER,"10, 11, 12",Charter,-87.7602211754,41.8949763912,2014
400128,YCCS CHTR - CCA ACADEMY,"10, 11, 12",Charter,-87.7236621719,41.864943353,2014
400129,YCCS CHTR - HOUSTON,"10, 11, 12",Charter,-87.6164772986,41.8093310913,2014
400130,YCCS CHTR - YOUTH DEVELOPMENT,"10, 11, 12",Charter,-87.6417311869,41.7513771124,2014
400131,YCCS CHTR - CAMPOS,"10, 11, 12",Charter,-87.6960060227,41.9028496977,2014
400133,YCCS CHTR - INNOVATIONS,"10, 11, 12",Charter,-87.6277341453,41.8830471721,2014
400134,YCCS CHTR - ADDAMS,"10, 11",Charter,-87.6448879756,41.8572078569,2014
400135,YCCS CHTR - LATINO YOUTH,"10, 11, 12",Charter,-87.6954300137,41.8546646562,2014
400136,YCCS CHTR - OLIVE HARVEY,"10, 11",Charter,-87.592333202,41.7129221008,2014
400137,LITTLE BLACK PEARL ACADEMY HS,"9, 10, 11, 12",Contract,-87.5993399405,41.8096954966,2014
400139,YCCS CHTR - SULLIVAN,"10, 11, 12",Charter,-87.5784916699,41.7462865703,2014
400141,YCCS CHTR - TRUMAN,"10, 11, 12",Charter,-87.6592392899,41.9652948173,2014
400142,YCCS CHTR - VIRTUAL,"10, 11, 12",Charter,-87.6741384013,41.876316728,2014
400143,YCCS CHTR - WEST TOWN,"10, 11, 12",Charter,-87.7020528007,41.890803122,2014
609708,FOREMAN HS,"9, 10, 11, 12",District,-87.7541665434,41.9397967679,2014
400144,YCCS CHTR - WESTSIDE HOLISTIC,"10, 11, 12",Charter,-87.7488102893,41.9022400327,2014
400145,YCCS CHTR - COMMUNITY ACADEMY,"10, 11, 12",Charter,-87.6267814695,41.832072059,2014
400146,KIPP CHTR - CREATE,"5, 6, 7",Charter,-87.746613839,41.8918161429,2014
400147,CHICAGO EXCEL CONTR ACAD,"9, 10, 11, 12",Contract,-87.6542479426,41.6919533387,2014
400148,INSTITUTO CHTR - JUSTICE  AND LEADERSHIP,"10, 11, 12",Charter,-87.6840649381,41.8454460161,2014
400149,UNO CHTR - SOCCER HS,"6, 7, 8, 9, 10",Charter,-87.7110249843,41.8017622463,2014
400150,YCCS CHTR - CHATHAM,"10, 11, 12",Charter,-87.6069799089,41.7301313853,2014
400151,LEARN CHTR 7,"K, 1, 2, 3, 4",Charter,-87.7013973499,41.8874102851,2014
400153,UNO CHTR 15 - BRIGHTON PARK,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6932383845,41.8131094456,2014
400156,NOBLE CHTR - BUTLER,"9, 10",Charter,-87.6025733174,41.7066668587,2014
400157,NOBLE CHTR - BAKER COLLEGE PREP,"9, 10",Charter,-87.5562014413,41.7346223717,2014
400159,CHRISTOPHER HOUSE CHTR,"K, 1, 2",Charter,-87.7575215283,41.9221811568,2014
400161,CHICAGO CHTR COLLEGIATE,"4, 5, 6",Charter,-87.6179678712,41.6793184428,2014
400162,INTRINSIC CHTR,"7, 9, 10",Charter,-87.7411286265,41.9389884289,2014
400163,KIPP CHTR - BLOOM,"5, 6",Charter,-87.6399673312,41.793556268,2014
400164,INSTITUTO CHTR - RUDY LOZANO,12,Charter,-87.685902611,41.8459566743,2014
400165,LEARN CHTR MIDDLE SCHOOL,"6, 7, 8",Charter,-87.7027038987,41.8874127034,2014
400167,HSA CHTR - SW CHICAGO,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,-87.6839633929,41.7952009535,2014
400169,NOBLE CHTR - ITW DAVID SPEER,9,Charter,-87.7698077738,41.9256302718,2014
400170,NOBLE CHTR - ACADEMY,9,Charter,-87.6277425267,41.8821524844,2014
400171,FOUNDATIONS CHTR,"6, 7",Charter,-87.6535521889,41.6957785775,2014
400173,PATHWAYS IN EDUCATION - BRIGHTON PARK HS,"9, 10, 11, 12",ALOP,-87.7026447519,41.8082257859,2014
400175,EXCEL ACADEMY - WOODLAWN,9,Contract,-87.5564870838,41.7597486397,2014
400176,EXCEL ACADEMY - SOUTHWEST,9,Contract,-87.6907300914,41.7659289211,2014
400177,KIPP CHTR - ASCEND PRIMARY,K,Charter,-87.7092868303,41.861174189,2014
609674,CHICAGO VOCATIONAL HS,"9, 10, 11, 12",District,-87.5732675156,41.7371739343,2014
609676,DUNBAR HS,"9, 10, 11, 12",District,-87.6176374351,41.8402255721,2014
609678,JONES HS,"9, 10, 11, 12",District,-87.6276753225,41.8730659236,2014
609679,PROSSER HS,"9, 10, 11, 12",District,-87.7610483155,41.9200594001,2014
609680,PAYTON HS,"9, 10, 11, 12",District,-87.6353847656,41.9015751701,2014
609682,RICHARDS HS,"9, 10, 11, 12",District,-87.6622778453,41.8028813757,2014
609691,NORTH-GRAND HS,"9, 10, 11, 12",District,-87.7352375559,41.9116736928,2014
609692,SIMEON HS,"9, 10, 11, 12",District,-87.6354103687,41.7457812307,2014
609693,GEORGE WESTINGHOUSE HS,"9, 10, 11, 12",District,-87.7073323085,41.8899772037,2014
609694,HANCOCK HS,"9, 10, 11, 12",District,-87.7244704648,41.7914639094,2014
609695,AMUNDSEN HS,"9, 10, 11, 12",District,-87.6794842151,41.975067257,2014
609698,BOGAN HS,"9, 10, 11, 12",District,-87.7210974458,41.7493756101,2014
609702,CRANE HS,12,District,-87.6819731621,41.8769423008,2014
609704,FARRAGUT HS,"PK, 9, 10, 11, 12",District,-87.7087056321,41.8485598751,2014
609705,FENGER HS,"9, 10, 11, 12",District,-87.6375720507,41.6899507254,2014
609707,ROBESON HS,"9, 10, 11, 12",District,-87.6371527175,41.769713796,2014
609709,GAGE PARK HS,"9, 10, 11, 12",District,-87.6889539422,41.7910128392,2014
609710,HARLAN HS,"7, 8, 9, 10, 11, 12",District,-87.6206234365,41.7183723464,2014
