school_id,school_nm,grades,sch_type,x,y,year
609811,BRIGHT,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.562084,41.699726,2015
609812,BROWN W,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.670682,41.882997,2015
609813,BROWNELL,"PK, K, 1, 2, 3, 4, 5, 6",Network 12,-87.621746,41.77162,2015
609815,BOUCHET,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.576075,41.760847,2015
609817,BUDLONG,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.696556,41.975754,2015
609818,BURBANK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.7827,41.917598,2015
609819,BURKE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",OS4,-87.616141,41.79676,2015
609820,BURLEY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.669853,41.937937,2015
609821,BURNHAM,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.567131,41.714402,2015
609826,CASTELLANOS,"4, 5, 6, 7, 8",Network 7,-87.714927,41.84545,2015
609827,BURNSIDE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.607435,41.728481,2015
609828,BURR,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.668661,41.912358,2015
609829,BURROUGHS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.692457,41.828868,2015
609830,BRUNSON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.765606,41.897663,2015
609832,BYRNE,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.791544,41.795031,2015
609833,CALDWELL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.580729,41.739226,2015
609834,LITTLE VILLAGE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.717319,41.843698,2015
609835,CAMERON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.717927,41.903792,2015
609836,CANTY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.829296,41.948007,2015
609837,CARNEGIE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.590795,41.783368,2015
609839,CARROLL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.696012,41.742517,2015
609842,CARSON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.6878,41.793272,2015
609844,CARTER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.622453,41.789828,2015
609845,CARVER G,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.599516,41.653702,2015
609848,ALDRIDGE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.606474,41.657405,2015
609849,CASSELL,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.703215,41.687347,2015
609850,GREELEY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.65098,41.95281,2015
609851,CHALMERS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.695259,41.866435,2015
609852,CHAPPELL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.683264,41.975894,2015
609853,CHASE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.694562,41.917993,2015
609854,CHOPIN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.688937,41.896713,2015
609855,CHRISTOPHER,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.685607,41.801659,2015
609856,CLAY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.544614,41.654558,2015
609857,CLEVELAND,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.706443,41.952042,2015
609859,CLINTON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.69836,41.992541,2015
609861,CLISSOLD,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.680897,41.693026,2015
609862,COLES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.56597,41.741413,2015
609863,COLUMBUS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.681938,41.899566,2015
609864,COOK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.659775,41.745237,2015
609865,JORDAN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.677763,42.017088,2015
609866,COONLEY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.683765,41.955553,2015
609867,COOPER,"PK, K, 1, 2, 3, 4, 5",Network 7,-87.667227,41.856031,2015
609869,LANGFORD,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.657169,41.784681,2015
609870,CORKERY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.731193,41.845602,2015
609871,VICK,PK,Network 10,-87.685677,41.688191,2015
609872,PEREZ,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.65798,41.856029,2015
609873,CROWN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.71247,41.852663,2015
609874,DIRKSEN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.841041,41.973715,2015
609875,DARWIN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.705413,41.923323,2015
609876,DAVIS N,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.700202,41.821852,2015
609879,DAWES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.717353,41.745078,2015
609880,DECATUR,"K, 1, 2, 3, 4, 5, 6",Network 2,-87.704619,42.009289,2015
609883,DENEEN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.623345,41.76249,2015
609884,DEVER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.813132,41.942552,2015
609885,DEWEY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.642652,41.795646,2015
609887,DIXON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.609979,41.743669,2015
609888,DODGE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.703794,41.889184,2015
609891,DOOLITTLE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.612275,41.831121,2015
609893,DORE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.787604,41.780954,2015
609894,DRAKE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.628553,41.844043,2015
609895,TURNER-DREW,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.630164,41.725609,2015
609896,DRUMMOND,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.674495,41.915914,2015
609897,EARLE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.675547,41.781225,2015
609898,EBERHART,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.707953,41.77442,2015
609899,EBINGER,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.81117,42.004408,2015
609900,CURTIS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.621653,41.685418,2015
609901,EDGEBROOK,"K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.76184,41.999437,2015
609902,METCALFE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.634306,41.669444,2015
609903,EDWARDS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.725856,41.805542,2015
609904,ELLINGTON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.766589,41.88553,2015
609907,ERICSON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.715804,41.875744,2015
609908,ESMOND,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.669159,41.68942,2015
609909,EVERETT,"PK, K, 1, 2, 3, 4, 5",Network 8,-87.68131,41.831555,2015
609910,FALCONER,"PK, K, 1, 2, 3, 4, 5, 6",Network 3,-87.749331,41.935785,2015
609912,FARNSWORTH,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.766072,41.97979,2015
609917,FERNWOOD,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.640414,41.711184,2015
609918,FIELD,"4, 5, 6, 7, 8",Network 2,-87.669985,42.009664,2015
609919,FISKE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.608633,41.785183,2015
609920,KANOON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.705112,41.850771,2015
609921,TELPOCHCALLI,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.696006,41.847947,2015
609922,BELMONT-CRAGIN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.756843,41.92015,2015
609924,FORT DEARBORN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.655481,41.729673,2015
609925,KELLMAN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.702163,41.870168,2015
609926,FRANKLIN,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.635513,41.9066,2015
609927,FOSTER PARK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.668099,41.738425,2015
609928,FULLER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.611784,41.818003,2015
609929,FULTON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.668436,41.79758,2015
609930,FUNSTON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.716892,41.917617,2015
609933,GALE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.671939,42.021091,2015
609935,GALLISTEL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.535175,41.706801,2015
609937,GARVY,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.796235,41.976352,2015
609938,GARY,"PK, 3, 4, 5, 6, 7, 8",Network 7,-87.718697,41.837065,2015
609939,GILLESPIE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.623719,41.725332,2015
609941,RANDOLPH,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.675966,41.760614,2015
609942,GOETHE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.6929,41.922831,2015
609943,OWENS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.622546,41.670618,2015
609944,GRISSOM,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.553307,41.662481,2015
609945,GOUDY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.657912,41.975817,2015
609947,GRAHAM ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.643344,41.813304,2015
609949,GRAY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.757116,41.948764,2015
609950,ORTIZ DE DOMINGUEZ,"PK, K, 1, 2",Network 7,-87.71719,41.838791,2015
609951,ARIEL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.597503,41.811173,2015
609952,GREENE,"PK, K, 1, 2, 3, 4, 5",Network 8,-87.671492,41.829669,2015
609954,GREGORY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.718666,41.870742,2015
609955,GRESHAM,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.645025,41.73892,2015
609956,GRIMES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.758803,41.775464,2015
609958,GUNSAULUS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.699364,41.813007,2015
609959,HAINES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.633806,41.849958,2015
609960,HALE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.776579,41.780192,2015
609961,NINOS HEROES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.551862,41.743753,2015
609963,HAMILTON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.670865,41.94522,2015
609964,HAMLINE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.661175,41.807242,2015
609966,HAMMOND,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.696243,41.852719,2015
609967,FINKL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.685668,41.849215,2015
609968,MCAULIFFE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.723931,41.914816,2015
609969,HARTE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.586855,41.793447,2015
609971,HARVARD,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.632737,41.757341,2015
609972,HAUGAN,"PK, K, 1, 2, 3, 4, 5, 6",Network 1,-87.723128,41.964029,2015
609973,ZAPATA,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.734313,41.841394,2015
609974,HAWTHORNE,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.657709,41.942275,2015
609975,HAY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.755813,41.899171,2015
609976,HAYT,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.668504,41.994541,2015
609977,WOODLAWN,"PK, K, 1, 2, 3, 4, 5, 6",Network 9,-87.594392,41.773366,2015
609978,SMITH,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.60466,41.707558,2015
609979,HEALY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.640341,41.839595,2015
609981,HEARST,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.745726,41.808175,2015
609983,HEDGES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.673327,41.807112,2015
609985,HEFFERAN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.735802,41.878665,2015
609986,HENDERSON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.671887,41.790591,2015
609987,HENDRICKS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.633664,41.815788,2015
609988,HENRY,"PK, K, 1, 2, 3, 4, 5, 6",Network 1,-87.715632,41.958989,2015
609990,SOUTH LOOP,"K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.628615,41.866875,2015
609991,HERZL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.718994,41.862081,2015
609993,LARA,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.672182,41.80977,2015
609994,HIBBARD,"PK, K, 1, 2, 3, 4, 5, 6",Network 1,-87.710362,41.970335,2015
609995,HITCH,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.779123,41.983672,2015
609996,HOLDEN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.653792,41.838027,2015
609997,HOLMES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",OS4,-87.649795,41.793788,2015
610000,HOWE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.759398,41.893612,2015
610002,HOYNE,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.568228,41.733338,2015
610003,CUFFE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.653633,41.742452,2015
610004,CULLEN,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.611244,41.700335,2015
610005,HUGHES C,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.731777,41.860518,2015
610006,HURLEY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.719541,41.766785,2015
610009,GALILEO,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.653366,41.871255,2015
610010,JAHN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.67581,41.939247,2015
610011,JAMIESON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.700529,41.984641,2015
610012,JENNER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.641056,41.902055,2015
610013,PILSEN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.662209,41.858849,2015
610015,JUNGMAN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.652302,41.858065,2015
610016,KELLOGG,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.677233,41.725263,2015
610017,SAUCEDO,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.697316,41.847941,2015
610019,KERSHAW,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.640892,41.776453,2015
610021,CASALS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.714234,41.904503,2015
610022,KILMER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.668222,42.00364,2015
610024,CARDENAS,"PK, K, 1, 2, 3",Network 7,-87.716017,41.848488,2015
610026,KINZIE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.779483,41.789965,2015
610027,KIPLING,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.639521,41.723627,2015
610029,LOZANO,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.665093,41.908886,2015
610030,KOZMINSKI,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.602481,41.798002,2015
610032,GREEN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.6525,41.719292,2015
610033,LASALLE,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.637565,41.9139,2015
610034,LAWNDALE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.712957,41.86296,2015
610036,LEWIS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.75455,41.906826,2015
610037,LIBBY,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.659933,41.797685,2015
610038,LINCOLN,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.644497,41.924525,2015
610039,VON LINNE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.702635,41.940009,2015
610040,LLOYD,"PK, K, 1, 2, 3, 4, 5",ISP,-87.748515,41.918814,2015
610041,LOCKE J,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.795604,41.931762,2015
610043,LOVETT,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.783919,41.912718,2015
610044,LOWELL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.710217,41.90652,2015
610046,LYON,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.777174,41.934192,2015
610047,MADISON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.590712,41.759548,2015
610048,MANIERRE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.639827,41.908247,2015
610051,NORTHWEST,"6, 7, 8",Network 3,-87.758154,41.920155,2015
610052,MANN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",OS4,-87.574816,41.748274,2015
610053,MARQUETTE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.69703,41.773881,2015
610054,MARSH,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.552483,41.716588,2015
610055,FARADAY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.708092,41.879714,2015
610056,MASON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.731672,41.856864,2015
610057,FAIRFIELD,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.692115,41.780904,2015
610059,MAYER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.657287,41.923204,2015
610060,JACKSON A,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.660985,41.8743,2015
610062,MCCLELLAN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.641103,41.829993,2015
610063,MCCORMICK,"PK, K, 1, 2, 3, 4, 5",Network 7,-87.7063,41.842267,2015
610065,TILL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.609357,41.775424,2015
610066,MCDADE,"K, 1, 2, 3, 4, 5, 6",Network 12,-87.619214,41.73455,2015
610067,MCKAY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.691787,41.768143,2015
610068,HANSON PARK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.761515,41.923955,2015
610070,MCPHERSON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.676288,41.967847,2015
610073,MITCHELL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.683185,41.892082,2015
610074,MONROE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.719224,41.929989,2015
610075,MONTEFIORE,"4, 5, 6, 7, 8",Network 6,-87.666444,41.864724,2015
610076,MOOS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.696941,41.912505,2015
610077,MORRILL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.688549,41.784313,2015
610078,INTER-AMERICAN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.651573,41.949003,2015
610081,SHERIDAN,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.64134,41.8444,2015
610082,MOUNT GREENWOOD,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.70581,41.695734,2015
610083,BEARD,"PK, K, 1, 2, 3",Network 1,-87.78963,41.970125,2015
610084,KELLER,"1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.697278,41.69717,2015
610086,MOUNT VERNON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.647652,41.701952,2015
610087,BLAIR,"PK, K, 1, 2",Network 10,-87.790604,41.776556,2015
610088,MOZART,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.721888,41.92091,2015
610089,MURPHY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.716832,41.950078,2015
610090,MURRAY,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.59334,41.798535,2015
610091,BROWN R,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.638958,41.664873,2015
610092,NASH,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 3,-87.747936,41.89181,2015
610093,NEIL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.620933,41.738407,2015
610094,NETTELHORST,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.644561,41.941637,2015
610095,NEWBERRY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.64599,41.913947,2015
610096,NIGHTINGALE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.689139,41.797714,2015
610097,NIXON,"PK, K, 1, 2, 3, 4, 5, 6",Network 4,-87.73142,41.919581,2015
610098,NOBEL,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.729955,41.906155,2015
610099,NORWOOD PARK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.802979,41.988153,2015
610100,WEST PARK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.732443,41.906907,2015
610102,OGLESBY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.645469,41.75467,2015
610103,OKEEFFE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.572806,41.768602,2015
610104,ONAHAN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.793108,41.99379,2015
610105,ORIOLE PARK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.812054,41.978501,2015
610106,PICCOLO,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",AUSL,-87.731261,41.90014,2015
610107,OTIS,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.665426,41.891806,2015
610108,OTOOLE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.674865,41.774571,2015
610109,OWEN,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 10,-87.705749,41.74285,2015
610110,WELLS ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.61978,41.827355,2015
610111,PALMER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.739213,41.973289,2015
610112,PARKER,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 11,-87.634086,41.77078,2015
610115,PARK MANOR,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.611546,41.766477,2015
610116,PARKSIDE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.582954,41.768555,2015
610117,PASTEUR,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 8,-87.732666,41.786895,2015
610120,PECK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",ISP,-87.719216,41.787899,2015
610121,IRVING,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 6,-87.683616,41.871595,2015
610122,PEIRCE,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 2,-87.66585,41.983456,2015
610123,PENN,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.722386,41.858372,2015
610124,WASHINGTON H ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 12,-87.596257,41.728534,2015
610125,RUIZ,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.680745,41.848101,2015
610126,PERSHING,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 9,-87.618338,41.836527,2015
610127,PETERSON,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.712583,41.981557,2015
610128,GARVEY,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 13,-87.647577,41.706603,2015
610129,PICKARD,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 7,-87.683291,41.8529,2015
610130,PIRIE,"PK, K, 1, 2, 3, 4, 5, 6",Network 12,-87.607891,41.74034,2015
610131,PLAMONDON,"K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.692526,41.860259,2015
610132,POE,"K, 1, 2, 3, 4, 5, 6",Network 13,-87.606419,41.70263,2015
610133,WARD L,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 5,-87.718797,41.893236,2015
610135,PORTAGE PARK,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 1,-87.761007,41.956988,2015
610136,PRESCOTT,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Network 4,-87.669528,41.928841,2015
